Site,Location_code,MATCH,Latitude,Longitude,Year,Date,Heritability
NDER,NDER,1,47.11533,-97.387892,1993,1993-01-01,0.1004839
NDFA,NDFA,1,46.8994,-96.811921,1993,1993-01-01,NA
NDHA,NDHA,1,47.6331,-97.460334,1993,1993-01-01,0.4612613
NDPR,NDPR,1,46.99889,-97.113918,1993,1993-01-01,0.1651424
NEMI,NEMI,1,41.94062,-103.821274,1993,1993-01-01,NA
NENP,NENP,1,41.08757,-100.778668,1993,1993-01-01,0.5792014
NES2,NES2,1,41.89178,-103.678862,1993,1993-01-01,NA
NESB,NESB,1,41.94255,-103.814399,1993,1993-01-01,0
NMFA,NMFA,1,36.68915,-108.307665,1993,1993-01-01,0.4595311
NYFR,NYFR,1,42.52198,-76.330525,1993,1993-01-01,0.6615327
ONEL,ONEL,1,43.6419,-80.401772,1993,1993-01-01,0.5892887
ONEX,ONEX,1,43.31734,-81.506848,1993,1993-01-01,NA
ONGU,ONGU,1,43.54903,-80.213818,1993,1993-01-01,0.3874415
ONHA,ONHA,1,42.02955,-82.900968,1993,1993-01-01,0.5432393
PRIS,PRIS,1,18.46457,-67.052045,1993,1993-01-01,0.4268253
SKOU,SKOU,1,51.47894,-107.050903,1993,1993-01-01,NA
SKSA,SKSA,1,52.13359,-106.609455,1993,1993-01-01,0
TXCS,TXCS,1,30.540641,-96.427962,1993,1993-01-01,NA
TXLU,TXLU,1,33.6915,-101.826086,1993,1993-01-01,NA
TXMU,TXMU,1,33.45195,-99.614823,1993,1993-01-01,0.2048061
TXVE,TXVE,1,34.080061,-99.368349,1993,1993-01-01,NA
WAOT,WAOT,1,46.79111,-119.033087,1993,1993-01-01,NA
WARO,WARO,1,46.29334,-119.734117,1993,1993-01-01,0.2372084
WAVA,WAVA,1,45.67664,-122.649114,1993,1993-01-01,0.5340672
WYLI,WYLI,1,42.13224,-104.394135,1993,1993-01-01,NA
WYPO,WYPO,1,44.77592,-108.758948,1993,1993-01-01,NA
WYRI,WYRI,1,43.0281,-108.426538,1993,1993-01-01,0.7884535
WYTO,WYTO,1,42.0815,-104.219912,1993,1993-01-01,NA
ABBI,ABBI,1,49.869621,-111.377099,1994,1993-01-01,0.6415223
ABBR,ABBR,1,50.549506,-111.852109,1994,1994-01-01,0
ABLE,ABLE,1,49.69886,-112.763594,1994,1994-01-01,0.6135102
ABVA,ABVA,1,50.052864,-112.126564,1994,1994-01-01,0.6671865
AZBO,AZBO,1,32.451195,-109.958609,1994,1994-01-01,0.3391067
AZHE,AZHE,1,31.43833,-110.108139,1994,1994-01-01,0
AZKS,AZKS,1,32.12751,-109.752162,1994,1994-01-01,NA
AZSA,AZSA,1,32.81499,-109.680619,1994,1994-01-01,0.4705153
CACH,CACH,1,39.6903,-121.823782,1994,1994-01-01,0.4085799
CACO,CACO,1,39.2,-122.02,1994,1994-01-01,NA
CAD2,CAD2,1,38.53505,-121.783175,1994,1994-01-01,NA
CADV,CADV,1,38.53782,-121.756973,1994,1994-01-01,0.7408075
CAIR,CAIR,1,33.6884,-117.722118,1994,1994-01-01,0.7258417
CAOR,CAOR,1,39.62961,-122.005533,1994,1994-01-01,0.39439
CARI,CARI,1,33.96833,-117.339196,1994,1994-01-01,0.1489149
COFC,COFC,1,40.65167,-104.999168,1994,1994-01-01,0.6167121
COFR,COFR,1,39.17892,-108.700073,1994,1994-01-01,0.6966164
IDKI,IDKI,1,42.55103,-114.340004,1994,1994-01-01,0.8293821
IDNA,IDNA,1,43.664948,-116.520451,1994,1994-01-01,0.5224906
IDP2,IDP2,1,43.80256,-116.944202,1994,1994-01-01,NA
IDPA,IDPA,1,43.66495,-116.520451,1994,1994-01-01,0.9015425
IDTF,IDTF,1,42.6065,-114.504587,1994,1994-01-01,0.8374271
KSCO,KSCO,1,39.387209,-101.068435,1994,1994-01-01,0.1032992
KSMA,KSMA,1,39.21192,-96.589243,1994,1994-01-01,0.4629666
KSTR,KSTR,1,38.47032,-101.77941,1994,1994-01-01,0.4837053
MBBR,MBBR,1,49.86689,-99.973147,1994,1994-01-01,NA
MBMO,MBMO,1,49.18491,-98.078299,1994,1994-01-01,NA
MIEN,MIEN,1,43.3541,-85.1791,1994,1994-01-01,0
MIS2,MIS2,1,43.39521,-83.68696,1994,1994-01-01,NA
MISA,MISA,1,43.39521,-83.686963,1994,1994-01-01,0.5798572
MNBE,MNBE,1,45.38951,-93.885754,1994,1994-01-01,0
MNCR,MNCR,1,47.80604,-96.60909,1994,1994-01-01,0
MNLA,MNLA,1,44.23915,-95.308206,1994,1994-01-01,0.4206789
MNMO,MNMO,1,45.60179,-95.901515,1994,1994-01-01,0.8200789
MNPE,MNPE,1,46.89022,-95.075698,1994,1994-01-01,0.8200789
MNPR,MNPR,1,46.66384,-95.533428,1994,1994-01-01,NA
MOCL,MOCL,1,36.487915,-89.96273,1994,1994-01-01,NA
MOCO,MOCO,1,38.943,-92.319914,1994,1994-01-01,NA
MOPO,MOPO,1,36.395653,-89.609206,1994,1994-01-01,0.3450019
MTHU,MTHU,1,45.92061,-108.241794,1994,1994-01-01,NA
MTSI,MTSI,1,47.72635,-104.150097,1994,1994-01-01,4.78E-10
NDAR,NDAR,1,47.10414,-97.218143,1994,1994-01-01,0.1559629
NDCA,NDCA,1,47.50822,-99.120669,1994,1994-01-01,0.7960287
NDER,NDER,1,47.11533,-97.387892,1994,1994-01-01,0.1004839
NDFA,NDFA,1,46.8994,-96.811921,1994,1994-01-01,0.5023246
NDHA,NDHA,1,47.6331,-97.460334,1994,1994-01-01,0.4612613
NDPR,NDPR,1,46.99889,-97.113918,1994,1994-01-01,0.1651424
NEMI,NEMI,1,41.94062,-103.821274,1994,1994-01-01,NA
NENP,NENP,1,41.08757,-100.778668,1994,1994-01-01,0.7005058
NES2,NES2,1,41.89178,-103.678862,1994,1994-01-01,NA
NESB,NESB,1,41.94255,-103.814399,1994,1994-01-01,0
NMFA,NMFA,1,36.68915,-108.307665,1994,1994-01-01,0.4171157
NYFR,NYFR,1,42.52198,-76.330525,1994,1994-01-01,0.4037432
ONEL,ONEL,1,43.6419,-80.401772,1994,1994-01-01,0.4149688
ONEX,ONEX,1,43.31734,-81.506848,1994,1994-01-01,NA
ONGU,ONGU,1,43.54903,-80.213818,1994,1994-01-01,0.3874415
ONHA,ONHA,1,42.02955,-82.900968,1994,1994-01-01,0.5432393
PRIS,PRIS,1,18.46457,-67.052045,1994,1994-01-01,0.4268253
SKOU,SKOU,1,51.47894,-107.050903,1994,1994-01-01,NA
SKSA,SKSA,1,52.13359,-106.609455,1994,1994-01-01,0
TXCS,TXCS,1,30.540641,-96.427962,1994,1994-01-01,NA
TXLU,TXLU,1,33.6915,-101.826086,1994,1994-01-01,NA
TXMU,TXMU,1,33.45195,-99.614823,1994,1994-01-01,0.405582
TXVE,TXVE,1,34.080061,-99.368349,1994,1994-01-01,NA
WAOT,WAOT,1,46.79111,-119.033087,1994,1994-01-01,NA
WARO,WARO,1,46.29334,-119.734117,1994,1994-01-01,0.3524058
WAVA,WAVA,1,45.67664,-122.649114,1994,1994-01-01,0.3805232
WYLI,WYLI,1,42.13224,-104.394135,1994,1994-01-01,NA
WYPO,WYPO,1,44.77592,-108.758948,1994,1994-01-01,NA
WYRI,WYRI,1,43.0281,-108.426538,1994,1994-01-01,0.7456157
WYTO,WYTO,1,42.0815,-104.219912,1994,1994-01-01,NA
ABBI,ABBI,1,49.869621,-111.377099,1995,1994-01-01,0.6415223
ABBR,ABBR,1,50.549506,-111.852109,1995,1995-01-01,0
ABLE,ABLE,1,49.69886,-112.763594,1995,1995-01-01,0.4710127
ABVA,ABVA,1,50.052864,-112.126564,1995,1995-01-01,0.6671865
AZBO,AZBO,1,32.451195,-109.958609,1995,1995-01-01,0.1481605
AZHE,AZHE,1,31.43833,-110.108139,1995,1995-01-01,0
AZKS,AZKS,1,32.12751,-109.752162,1995,1995-01-01,NA
AZSA,AZSA,1,32.81499,-109.680619,1995,1995-01-01,0.4705153
CACH,CACH,1,39.6903,-121.823782,1995,1995-01-01,0.1114391
CACO,CACO,1,39.2,-122.02,1995,1995-01-01,NA
CAD2,CAD2,1,38.53505,-121.783175,1995,1995-01-01,NA
CADV,CADV,1,38.53782,-121.756973,1995,1995-01-01,0.7408075
CAIR,CAIR,1,33.6884,-117.722118,1995,1995-01-01,0.7258417
CAOR,CAOR,1,39.62961,-122.005533,1995,1995-01-01,0.39439
CARI,CARI,1,33.96833,-117.339196,1995,1995-01-01,0.1489149
COFC,COFC,1,40.65167,-104.999168,1995,1995-01-01,0.574517
COFR,COFR,1,39.17892,-108.700073,1995,1995-01-01,0.7080553
IDKI,IDKI,1,42.55103,-114.340004,1995,1995-01-01,0.9318974
IDNA,IDNA,1,43.664948,-116.520451,1995,1995-01-01,0.5224906
IDP2,IDP2,1,43.80256,-116.944202,1995,1995-01-01,NA
IDPA,IDPA,1,43.66495,-116.520451,1995,1995-01-01,0.8863823
IDTF,IDTF,1,42.6065,-114.504587,1995,1995-01-01,0.8350158
KSCO,KSCO,1,39.387209,-101.068435,1995,1995-01-01,0.1032992
KSMA,KSMA,1,39.21192,-96.589243,1995,1995-01-01,0.1101105
KSTR,KSTR,1,38.47032,-101.77941,1995,1995-01-01,0.4837053
MBBR,MBBR,1,49.86689,-99.973147,1995,1995-01-01,NA
MBMO,MBMO,1,49.18491,-98.078299,1995,1995-01-01,NA
MIEN,MIEN,1,43.3541,-85.1791,1995,1995-01-01,0
MIS2,MIS2,1,43.39521,-83.68696,1995,1995-01-01,NA
MISA,MISA,1,43.39521,-83.686963,1995,1995-01-01,0.7312125
MNBE,MNBE,1,45.38951,-93.885754,1995,1995-01-01,0
MNCR,MNCR,1,47.80604,-96.60909,1995,1995-01-01,0
MNLA,MNLA,1,44.23915,-95.308206,1995,1995-01-01,0.4206789
MNMO,MNMO,1,45.60179,-95.901515,1995,1995-01-01,0.8200789
MNPE,MNPE,1,46.89022,-95.075698,1995,1995-01-01,0.8200789
MNPR,MNPR,1,46.66384,-95.533428,1995,1995-01-01,NA
MOCL,MOCL,1,36.487915,-89.96273,1995,1995-01-01,NA
MOCO,MOCO,1,38.943,-92.319914,1995,1995-01-01,NA
MOPO,MOPO,1,36.395653,-89.609206,1995,1995-01-01,0.1891886
MTHU,MTHU,1,45.92061,-108.241794,1995,1995-01-01,NA
MTSI,MTSI,1,47.72635,-104.150097,1995,1995-01-01,0
NDAR,NDAR,1,47.10414,-97.218143,1995,1995-01-01,0.04136243
NDCA,NDCA,1,47.50822,-99.120669,1995,1995-01-01,0.7960287
NDER,NDER,1,47.11533,-97.387892,1995,1995-01-01,0.1004839
NDFA,NDFA,1,46.8994,-96.811921,1995,1995-01-01,0.6097403
NDHA,NDHA,1,47.6331,-97.460334,1995,1995-01-01,0.4612613
NDPR,NDPR,1,46.99889,-97.113918,1995,1995-01-01,0.1651424
NEMI,NEMI,1,41.94062,-103.821274,1995,1995-01-01,NA
NENP,NENP,1,41.08757,-100.778668,1995,1995-01-01,0.5377226
NES2,NES2,1,41.89178,-103.678862,1995,1995-01-01,NA
NESB,NESB,1,41.94255,-103.814399,1995,1995-01-01,0
NMFA,NMFA,1,36.68915,-108.307665,1995,1995-01-01,0.2144291
NYFR,NYFR,1,42.52198,-76.330525,1995,1995-01-01,0.3308621
ONEL,ONEL,1,43.6419,-80.401772,1995,1995-01-01,0.3350813
ONEX,ONEX,1,43.31734,-81.506848,1995,1995-01-01,0.562239
ONGU,ONGU,1,43.54903,-80.213818,1995,1995-01-01,0.5421255
ONHA,ONHA,1,42.02955,-82.900968,1995,1995-01-01,0.5432393
PRIS,PRIS,1,18.46457,-67.052045,1995,1995-01-01,0.4268253
SKOU,SKOU,1,51.47894,-107.050903,1995,1995-01-01,NA
SKSA,SKSA,1,52.13359,-106.609455,1995,1995-01-01,0
TXCS,TXCS,1,30.540641,-96.427962,1995,1995-01-01,0.1323303
TXLU,TXLU,1,33.6915,-101.826086,1995,1995-01-01,NA
TXMU,TXMU,1,33.45195,-99.614823,1995,1995-01-01,9.40E-10
TXVE,TXVE,1,34.080061,-99.368349,1995,1995-01-01,NA
WAOT,WAOT,1,46.79111,-119.033087,1995,1995-01-01,NA
WARO,WARO,1,46.29334,-119.734117,1995,1995-01-01,0.3700341
WAVA,WAVA,1,45.67664,-122.649114,1995,1995-01-01,0.5601599
WYLI,WYLI,1,42.13224,-104.394135,1995,1995-01-01,NA
WYPO,WYPO,1,44.77592,-108.758948,1995,1995-01-01,NA
WYRI,WYRI,1,43.0281,-108.426538,1995,1995-01-01,0.3177465
WYTO,WYTO,1,42.0815,-104.219912,1995,1995-01-01,NA
ABBI,ABBI,1,49.869621,-111.377099,1996,1995-01-01,0.6415223
ABBR,ABBR,1,50.549506,-111.852109,1996,1996-01-01,0.7450918
ABLE,ABLE,1,49.69886,-112.763594,1996,1996-01-01,0.5196953
ABVA,ABVA,1,50.052864,-112.126564,1996,1996-01-01,0.6671865
AZBO,AZBO,1,32.451195,-109.958609,1996,1996-01-01,0.1534216
AZHE,AZHE,1,31.43833,-110.108139,1996,1996-01-01,0
AZKS,AZKS,1,32.12751,-109.752162,1996,1996-01-01,NA
AZSA,AZSA,1,32.81499,-109.680619,1996,1996-01-01,0.4705153
CACH,CACH,1,39.6903,-121.823782,1996,1996-01-01,0.1114391
CACO,CACO,1,39.2,-122.02,1996,1996-01-01,NA
CAD2,CAD2,1,38.53505,-121.783175,1996,1996-01-01,NA
CADV,CADV,1,38.53782,-121.756973,1996,1996-01-01,0.7408075
CAIR,CAIR,1,33.6884,-117.722118,1996,1996-01-01,0.7258417
CAOR,CAOR,1,39.62961,-122.005533,1996,1996-01-01,0.39439
CARI,CARI,1,33.96833,-117.339196,1996,1996-01-01,0.1489149
COFC,COFC,1,40.65167,-104.999168,1996,1996-01-01,0.4171963
COFR,COFR,1,39.17892,-108.700073,1996,1996-01-01,0.7615132
IDKI,IDKI,1,42.55103,-114.340004,1996,1996-01-01,0.9248107
IDNA,IDNA,1,43.664948,-116.520451,1996,1996-01-01,0.5224906
IDP2,IDP2,1,43.80256,-116.944202,1996,1996-01-01,NA
IDPA,IDPA,1,43.66495,-116.520451,1996,1996-01-01,0.8448043
IDTF,IDTF,1,42.6065,-114.504587,1996,1996-01-01,0.8350158
KSCO,KSCO,1,39.387209,-101.068435,1996,1996-01-01,0.1032992
KSMA,KSMA,1,39.21192,-96.589243,1996,1996-01-01,0.1101105
KSTR,KSTR,1,38.47032,-101.77941,1996,1996-01-01,0.4837053
MBBR,MBBR,1,49.86689,-99.973147,1996,1996-01-01,NA
MBMO,MBMO,1,49.18491,-98.078299,1996,1996-01-01,NA
MIEN,MIEN,1,43.3541,-85.1791,1996,1996-01-01,0.1774625
MIS2,MIS2,1,43.39521,-83.68696,1996,1996-01-01,NA
MISA,MISA,1,43.39521,-83.686963,1996,1996-01-01,0
MNBE,MNBE,1,45.38951,-93.885754,1996,1996-01-01,0
MNCR,MNCR,1,47.80604,-96.60909,1996,1996-01-01,0
MNLA,MNLA,1,44.23915,-95.308206,1996,1996-01-01,0.4206789
MNMO,MNMO,1,45.60179,-95.901515,1996,1996-01-01,0.8200789
MNPE,MNPE,1,46.89022,-95.075698,1996,1996-01-01,0.8200789
MNPR,MNPR,1,46.66384,-95.533428,1996,1996-01-01,NA
MOCL,MOCL,1,36.487915,-89.96273,1996,1996-01-01,NA
MOCO,MOCO,1,38.943,-92.319914,1996,1996-01-01,NA
MOPO,MOPO,1,36.395653,-89.609206,1996,1996-01-01,0.1891886
MTHU,MTHU,1,45.92061,-108.241794,1996,1996-01-01,NA
MTSI,MTSI,1,47.72635,-104.150097,1996,1996-01-01,0
NDAR,NDAR,1,47.10414,-97.218143,1996,1996-01-01,1.23E-10
NDCA,NDCA,1,47.50822,-99.120669,1996,1996-01-01,0.7960287
NDER,NDER,1,47.11533,-97.387892,1996,1996-01-01,0.1004839
NDFA,NDFA,1,46.8994,-96.811921,1996,1996-01-01,0.7005307
NDHA,NDHA,1,47.6331,-97.460334,1996,1996-01-01,0.4612613
NDPR,NDPR,1,46.99889,-97.113918,1996,1996-01-01,0.3803609
NEMI,NEMI,1,41.94062,-103.821274,1996,1996-01-01,NA
NENP,NENP,1,41.08757,-100.778668,1996,1996-01-01,0.5377226
NES2,NES2,1,41.89178,-103.678862,1996,1996-01-01,NA
NESB,NESB,1,41.94255,-103.814399,1996,1996-01-01,0
NMFA,NMFA,1,36.68915,-108.307665,1996,1996-01-01,0.5020073
NYFR,NYFR,1,42.52198,-76.330525,1996,1996-01-01,0.6456507
ONEL,ONEL,1,43.6419,-80.401772,1996,1996-01-01,0.2902733
ONEX,ONEX,1,43.31734,-81.506848,1996,1996-01-01,0.7450196
ONGU,ONGU,1,43.54903,-80.213818,1996,1996-01-01,0.5421255
ONHA,ONHA,1,42.02955,-82.900968,1996,1996-01-01,0.5432393
PRIS,PRIS,1,18.46457,-67.052045,1996,1996-01-01,0.4268253
SKOU,SKOU,1,51.47894,-107.050903,1996,1996-01-01,NA
SKSA,SKSA,1,52.13359,-106.609455,1996,1996-01-01,7.64E-10
TXCS,TXCS,1,30.540641,-96.427962,1996,1996-01-01,0.4228882
TXLU,TXLU,1,33.6915,-101.826086,1996,1996-01-01,NA
TXMU,TXMU,1,33.45195,-99.614823,1996,1996-01-01,0
TXVE,TXVE,1,34.080061,-99.368349,1996,1996-01-01,NA
WAOT,WAOT,1,46.79111,-119.033087,1996,1996-01-01,NA
WARO,WARO,1,46.29334,-119.734117,1996,1996-01-01,0.4852069
WAVA,WAVA,1,45.67664,-122.649114,1996,1996-01-01,0.5601599
WYLI,WYLI,1,42.13224,-104.394135,1996,1996-01-01,NA
WYPO,WYPO,1,44.77592,-108.758948,1996,1996-01-01,NA
WYRI,WYRI,1,43.0281,-108.426538,1996,1996-01-01,0.3798081
WYTO,WYTO,1,42.0815,-104.219912,1996,1996-01-01,NA
ABBI,ABBI,1,49.869621,-111.377099,1997,1996-01-01,0.5889364
ABBR,ABBR,1,50.549506,-111.852109,1997,1997-01-01,0.7450918
ABLE,ABLE,1,49.69886,-112.763594,1997,1997-01-01,0.2111317
ABVA,ABVA,1,50.052864,-112.126564,1997,1997-01-01,0.6671865
AZBO,AZBO,1,32.451195,-109.958609,1997,1997-01-01,0.60678
AZHE,AZHE,1,31.43833,-110.108139,1997,1997-01-01,0
AZKS,AZKS,1,32.12751,-109.752162,1997,1997-01-01,NA
AZSA,AZSA,1,32.81499,-109.680619,1997,1997-01-01,0.4705153
CACH,CACH,1,39.6903,-121.823782,1997,1997-01-01,0.1114391
CACO,CACO,1,39.2,-122.02,1997,1997-01-01,NA
CAD2,CAD2,1,38.53505,-121.783175,1997,1997-01-01,NA
CADV,CADV,1,38.53782,-121.756973,1997,1997-01-01,0.7408075
CAIR,CAIR,1,33.6884,-117.722118,1997,1997-01-01,0.7258417
CAOR,CAOR,1,39.62961,-122.005533,1997,1997-01-01,0.39439
CARI,CARI,1,33.96833,-117.339196,1997,1997-01-01,0.1489149
COFC,COFC,1,40.65167,-104.999168,1997,1997-01-01,0.5533043
COFR,COFR,1,39.17892,-108.700073,1997,1997-01-01,0.8141216
IDKI,IDKI,1,42.55103,-114.340004,1997,1997-01-01,0.9077352
IDNA,IDNA,1,43.664948,-116.520451,1997,1997-01-01,0.5224906
IDP2,IDP2,1,43.80256,-116.944202,1997,1997-01-01,NA
IDPA,IDPA,1,43.66495,-116.520451,1997,1997-01-01,0.7652721
IDTF,IDTF,1,42.6065,-114.504587,1997,1997-01-01,0.8350158
KSCO,KSCO,1,39.387209,-101.068435,1997,1997-01-01,0.1032992
KSMA,KSMA,1,39.21192,-96.589243,1997,1997-01-01,0.1101105
KSTR,KSTR,1,38.47032,-101.77941,1997,1997-01-01,0.4837053
MBBR,MBBR,1,49.86689,-99.973147,1997,1997-01-01,NA
MBMO,MBMO,1,49.18491,-98.078299,1997,1997-01-01,0.8052805
MIEN,MIEN,1,43.3541,-85.1791,1997,1997-01-01,3.57E-08
MIS2,MIS2,1,43.39521,-83.68696,1997,1997-01-01,NA
MISA,MISA,1,43.39521,-83.686963,1997,1997-01-01,0
MNBE,MNBE,1,45.38951,-93.885754,1997,1997-01-01,0
MNCR,MNCR,1,47.80604,-96.60909,1997,1997-01-01,0
MNLA,MNLA,1,44.23915,-95.308206,1997,1997-01-01,0.4206789
MNMO,MNMO,1,45.60179,-95.901515,1997,1997-01-01,0.8200789
MNPE,MNPE,1,46.89022,-95.075698,1997,1997-01-01,0.8200789
MNPR,MNPR,1,46.66384,-95.533428,1997,1997-01-01,NA
MOCL,MOCL,1,36.487915,-89.96273,1997,1997-01-01,NA
MOCO,MOCO,1,38.943,-92.319914,1997,1997-01-01,NA
MOPO,MOPO,1,36.395653,-89.609206,1997,1997-01-01,0.1777044
MTHU,MTHU,1,45.92061,-108.241794,1997,1997-01-01,NA
MTSI,MTSI,1,47.72635,-104.150097,1997,1997-01-01,0
NDAR,NDAR,1,47.10414,-97.218143,1997,1997-01-01,0.1049613
NDCA,NDCA,1,47.50822,-99.120669,1997,1997-01-01,0.7960287
NDER,NDER,1,47.11533,-97.387892,1997,1997-01-01,0.1004839
NDFA,NDFA,1,46.8994,-96.811921,1997,1997-01-01,0.746678
NDHA,NDHA,1,47.6331,-97.460334,1997,1997-01-01,0.4612613
NDPR,NDPR,1,46.99889,-97.113918,1997,1997-01-01,0.3803609
NEMI,NEMI,1,41.94062,-103.821274,1997,1997-01-01,NA
NENP,NENP,1,41.08757,-100.778668,1997,1997-01-01,0.3748433
NES2,NES2,1,41.89178,-103.678862,1997,1997-01-01,NA
NESB,NESB,1,41.94255,-103.814399,1997,1997-01-01,0
NMFA,NMFA,1,36.68915,-108.307665,1997,1997-01-01,0.5129646
NYFR,NYFR,1,42.52198,-76.330525,1997,1997-01-01,0.5399114
ONEL,ONEL,1,43.6419,-80.401772,1997,1997-01-01,0.181771
ONEX,ONEX,1,43.31734,-81.506848,1997,1997-01-01,0.7450196
ONGU,ONGU,1,43.54903,-80.213818,1997,1997-01-01,0.5421255
ONHA,ONHA,1,42.02955,-82.900968,1997,1997-01-01,0.2751191
PRIS,PRIS,1,18.46457,-67.052045,1997,1997-01-01,0.4268253
SKOU,SKOU,1,51.47894,-107.050903,1997,1997-01-01,NA
SKSA,SKSA,1,52.13359,-106.609455,1997,1997-01-01,0.0539243
TXCS,TXCS,1,30.540641,-96.427962,1997,1997-01-01,0.6415311
TXLU,TXLU,1,33.6915,-101.826086,1997,1997-01-01,NA
TXMU,TXMU,1,33.45195,-99.614823,1997,1997-01-01,0
TXVE,TXVE,1,34.080061,-99.368349,1997,1997-01-01,NA
WAOT,WAOT,1,46.79111,-119.033087,1997,1997-01-01,NA
WARO,WARO,1,46.29334,-119.734117,1997,1997-01-01,0.849362
WAVA,WAVA,1,45.67664,-122.649114,1997,1997-01-01,0.5601599
WYLI,WYLI,1,42.13224,-104.394135,1997,1997-01-01,NA
WYPO,WYPO,1,44.77592,-108.758948,1997,1997-01-01,NA
WYRI,WYRI,1,43.0281,-108.426538,1997,1997-01-01,0.3700666
WYTO,WYTO,1,42.0815,-104.219912,1997,1997-01-01,NA
ABBI,ABBI,1,49.869621,-111.377099,1998,1997-01-01,0.5889364
ABBR,ABBR,1,50.549506,-111.852109,1998,1998-01-01,0.8573197
ABLE,ABLE,1,49.69886,-112.763594,1998,1998-01-01,0.2473606
ABVA,ABVA,1,50.052864,-112.126564,1998,1998-01-01,0.6671865
AZBO,AZBO,1,32.451195,-109.958609,1998,1998-01-01,0.41546
AZHE,AZHE,1,31.43833,-110.108139,1998,1998-01-01,0
AZKS,AZKS,1,32.12751,-109.752162,1998,1998-01-01,NA
AZSA,AZSA,1,32.81499,-109.680619,1998,1998-01-01,0.4705153
CACH,CACH,1,39.6903,-121.823782,1998,1998-01-01,0.1114391
CACO,CACO,1,39.2,-122.02,1998,1998-01-01,NA
CAD2,CAD2,1,38.53505,-121.783175,1998,1998-01-01,NA
CADV,CADV,1,38.53782,-121.756973,1998,1998-01-01,0.7408075
CAIR,CAIR,1,33.6884,-117.722118,1998,1998-01-01,0.7258417
CAOR,CAOR,1,39.62961,-122.005533,1998,1998-01-01,0.39439
CARI,CARI,1,33.96833,-117.339196,1998,1998-01-01,0.1489149
COFC,COFC,1,40.65167,-104.999168,1998,1998-01-01,0.6950871
COFR,COFR,1,39.17892,-108.700073,1998,1998-01-01,0.8149361
IDKI,IDKI,1,42.55103,-114.340004,1998,1998-01-01,0.8502981
IDNA,IDNA,1,43.664948,-116.520451,1998,1998-01-01,0.5224906
IDP2,IDP2,1,43.80256,-116.944202,1998,1998-01-01,NA
IDPA,IDPA,1,43.66495,-116.520451,1998,1998-01-01,0.7559692
IDTF,IDTF,1,42.6065,-114.504587,1998,1998-01-01,0.8350158
KSCO,KSCO,1,39.387209,-101.068435,1998,1998-01-01,0.1032992
KSMA,KSMA,1,39.21192,-96.589243,1998,1998-01-01,0.1101105
KSTR,KSTR,1,38.47032,-101.77941,1998,1998-01-01,0.4837053
MBBR,MBBR,1,49.86689,-99.973147,1998,1998-01-01,NA
MBMO,MBMO,1,49.18491,-98.078299,1998,1998-01-01,0.7746802
MIEN,MIEN,1,43.3541,-85.1791,1998,1998-01-01,6.19E-15
MIS2,MIS2,1,43.39521,-83.68696,1998,1998-01-01,NA
MISA,MISA,1,43.39521,-83.686963,1998,1998-01-01,0.1292726
MNBE,MNBE,1,45.38951,-93.885754,1998,1998-01-01,0
MNCR,MNCR,1,47.80604,-96.60909,1998,1998-01-01,0
MNLA,MNLA,1,44.23915,-95.308206,1998,1998-01-01,0.4206789
MNMO,MNMO,1,45.60179,-95.901515,1998,1998-01-01,0.8200789
MNPE,MNPE,1,46.89022,-95.075698,1998,1998-01-01,0.8200789
MNPR,MNPR,1,46.66384,-95.533428,1998,1998-01-01,NA
MOCL,MOCL,1,36.487915,-89.96273,1998,1998-01-01,NA
MOCO,MOCO,1,38.943,-92.319914,1998,1998-01-01,NA
MOPO,MOPO,1,36.395653,-89.609206,1998,1998-01-01,0.01927705
MTHU,MTHU,1,45.92061,-108.241794,1998,1998-01-01,NA
MTSI,MTSI,1,47.72635,-104.150097,1998,1998-01-01,0
NDAR,NDAR,1,47.10414,-97.218143,1998,1998-01-01,0.7736209
NDCA,NDCA,1,47.50822,-99.120669,1998,1998-01-01,0.7960287
NDER,NDER,1,47.11533,-97.387892,1998,1998-01-01,0.1004839
NDFA,NDFA,1,46.8994,-96.811921,1998,1998-01-01,0.7212846
NDHA,NDHA,1,47.6331,-97.460334,1998,1998-01-01,0.4612613
NDPR,NDPR,1,46.99889,-97.113918,1998,1998-01-01,0.3803609
NEMI,NEMI,1,41.94062,-103.821274,1998,1998-01-01,NA
NENP,NENP,1,41.08757,-100.778668,1998,1998-01-01,0.3748433
NES2,NES2,1,41.89178,-103.678862,1998,1998-01-01,NA
NESB,NESB,1,41.94255,-103.814399,1998,1998-01-01,0
NMFA,NMFA,1,36.68915,-108.307665,1998,1998-01-01,0.3703897
NYFR,NYFR,1,42.52198,-76.330525,1998,1998-01-01,0.5969491
ONEL,ONEL,1,43.6419,-80.401772,1998,1998-01-01,0.009724007
ONEX,ONEX,1,43.31734,-81.506848,1998,1998-01-01,0.7450196
ONGU,ONGU,1,43.54903,-80.213818,1998,1998-01-01,0.5421255
ONHA,ONHA,1,42.02955,-82.900968,1998,1998-01-01,0.3206989
PRIS,PRIS,1,18.46457,-67.052045,1998,1998-01-01,0.4268253
SKOU,SKOU,1,51.47894,-107.050903,1998,1998-01-01,NA
SKSA,SKSA,1,52.13359,-106.609455,1998,1998-01-01,0.0539243
TXCS,TXCS,1,30.540641,-96.427962,1998,1998-01-01,0.6348542
