Site,Location_code,MATCH,Latitude,Longitude,Year,Date,Heritability
CACH,CACH,1,39.6903,-121.823782,2004,2004-01-01,0.1114391
CACO,CACO,1,39.2,-122.02,2004,2004-01-01,NA
CAD2,CAD2,1,38.53505,-121.783175,2004,2004-01-01,NA
CADV,CADV,1,38.53782,-121.756973,2004,2004-01-01,0.8021828
CAIR,CAIR,1,33.6884,-117.722118,2004,2004-01-01,0.7258417
CAOR,CAOR,1,39.62961,-122.005533,2004,2004-01-01,0.39439
CARI,CARI,1,33.96833,-117.339196,2004,2004-01-01,0.1489149
COFC,COFC,1,40.65167,-104.999168,2004,2004-01-01,0.3954707
COFR,COFR,1,39.17892,-108.700073,2004,2004-01-01,0.107095
IDKI,IDKI,1,42.55103,-114.340004,2004,2004-01-01,0.4414428
IDNA,IDNA,1,43.664948,-116.520451,2004,2004-01-01,0.5224906
IDP2,IDP2,1,43.80256,-116.944202,2004,2004-01-01,0.4358172
IDPA,IDPA,1,43.66495,-116.520451,2004,2004-01-01,0.1389938
IDTF,IDTF,1,42.6065,-114.504587,2004,2004-01-01,0.8350158
KSCO,KSCO,1,39.387209,-101.068435,2004,2004-01-01,0.1032992
KSMA,KSMA,1,39.21192,-96.589243,2004,2004-01-01,0.1101105
KSTR,KSTR,1,38.47032,-101.77941,2004,2004-01-01,0.4837053
MBBR,MBBR,1,49.86689,-99.973147,2004,2004-01-01,NA
MBMO,MBMO,1,49.18491,-98.078299,2004,2004-01-01,0.3590013
MIEN,MIEN,1,43.3541,-85.1791,2004,2004-01-01,0
MIS2,MIS2,1,43.39521,-83.68696,2004,2004-01-01,NA
MISA,MISA,1,43.39521,-83.686963,2004,2004-01-01,0.6147733
MNBE,MNBE,1,45.38951,-93.885754,2004,2004-01-01,0
MNCR,MNCR,1,47.80604,-96.60909,2004,2004-01-01,0
MNLA,MNLA,1,44.23915,-95.308206,2004,2004-01-01,0.4206789
MNMO,MNMO,1,45.60179,-95.901515,2004,2004-01-01,0.8200789
MNPE,MNPE,1,46.89022,-95.075698,2004,2004-01-01,0.8200789
MNPR,MNPR,1,46.66384,-95.533428,2004,2004-01-01,NA
MOCL,MOCL,1,36.487915,-89.96273,2004,2004-01-01,NA
MOCO,MOCO,1,38.943,-92.319914,2004,2004-01-01,NA
MOPO,MOPO,1,36.395653,-89.609206,2004,2004-01-01,0
MTHU,MTHU,1,45.92061,-108.241794,2004,2004-01-01,NA
MTSI,MTSI,1,47.72635,-104.150097,2004,2004-01-01,0
NDAR,NDAR,1,47.10414,-97.218143,2004,2004-01-01,0.8065208
NDCA,NDCA,1,47.50822,-99.120669,2004,2004-01-01,0.7960287
NDER,NDER,1,47.11533,-97.387892,2004,2004-01-01,0.1004839
NDFA,NDFA,1,46.8994,-96.811921,2004,2004-01-01,0.6410448
NDHA,NDHA,1,47.6331,-97.460334,2004,2004-01-01,0.7615156
NDPR,NDPR,1,46.99889,-97.113918,2004,2004-01-01,0.398794
NEMI,NEMI,1,41.94062,-103.821274,2004,2004-01-01,NA
NENP,NENP,1,41.08757,-100.778668,2004,2004-01-01,0.3473522
NES2,NES2,1,41.89178,-103.678862,2004,2004-01-01,NA
NESB,NESB,1,41.94255,-103.814399,2004,2004-01-01,0
NMFA,NMFA,1,36.68915,-108.307665,2004,2004-01-01,0.05683306
NYFR,NYFR,1,42.52198,-76.330525,2004,2004-01-01,0.4936279
ONEL,ONEL,1,43.6419,-80.401772,2004,2004-01-01,0.4801268
ONEX,ONEX,1,43.31734,-81.506848,2004,2004-01-01,0.717403
ONGU,ONGU,1,43.54903,-80.213818,2004,2004-01-01,0.5421255
ONHA,ONHA,1,42.02955,-82.900968,2004,2004-01-01,0.3373485
PRIS,PRIS,1,18.46457,-67.052045,2004,2004-01-01,0.4268253
SKOU,SKOU,1,51.47894,-107.050903,2004,2004-01-01,NA
SKSA,SKSA,1,52.13359,-106.609455,2004,2004-01-01,0.0539243
TXCS,TXCS,1,30.540641,-96.427962,2004,2004-01-01,0.1319227
TXLU,TXLU,1,33.6915,-101.826086,2004,2004-01-01,NA
TXMU,TXMU,1,33.45195,-99.614823,2004,2004-01-01,0
TXVE,TXVE,1,34.080061,-99.368349,2004,2004-01-01,NA
WAOT,WAOT,1,46.79111,-119.033087,2004,2004-01-01,NA
WARO,WARO,1,46.29334,-119.734117,2004,2004-01-01,0.8933067
WAVA,WAVA,1,45.67664,-122.649114,2004,2004-01-01,0.5601599
WYLI,WYLI,1,42.13224,-104.394135,2004,2004-01-01,NA
WYPO,WYPO,1,44.77592,-108.758948,2004,2004-01-01,NA
WYRI,WYRI,1,43.0281,-108.426538,2004,2004-01-01,0.939133
WYTO,WYTO,1,42.0815,-104.219912,2004,2004-01-01,NA
ABBI,ABBI,1,49.869621,-111.377099,2005,2004-01-01,0.1048574
ABBR,ABBR,1,50.549506,-111.852109,2005,2005-01-01,0.7777905
ABLE,ABLE,1,49.69886,-112.763594,2005,2005-01-01,0.5843298
ABVA,ABVA,1,50.052864,-112.126564,2005,2005-01-01,0.6671865
AZBO,AZBO,1,32.451195,-109.958609,2005,2005-01-01,0.4713177
AZHE,AZHE,1,31.43833,-110.108139,2005,2005-01-01,0
AZKS,AZKS,1,32.12751,-109.752162,2005,2005-01-01,0.5901449
AZSA,AZSA,1,32.81499,-109.680619,2005,2005-01-01,0.4705153
CACH,CACH,1,39.6903,-121.823782,2005,2005-01-01,0.1114391
CACO,CACO,1,39.2,-122.02,2005,2005-01-01,NA
CAD2,CAD2,1,38.53505,-121.783175,2005,2005-01-01,NA
CADV,CADV,1,38.53782,-121.756973,2005,2005-01-01,0.67869
CAIR,CAIR,1,33.6884,-117.722118,2005,2005-01-01,0.7258417
CAOR,CAOR,1,39.62961,-122.005533,2005,2005-01-01,0.39439
CARI,CARI,1,33.96833,-117.339196,2005,2005-01-01,0.1489149
COFC,COFC,1,40.65167,-104.999168,2005,2005-01-01,0.4853182
COFR,COFR,1,39.17892,-108.700073,2005,2005-01-01,0.107095
IDKI,IDKI,1,42.55103,-114.340004,2005,2005-01-01,0
IDNA,IDNA,1,43.664948,-116.520451,2005,2005-01-01,0.5224906
IDP2,IDP2,1,43.80256,-116.944202,2005,2005-01-01,0.4358172
IDPA,IDPA,1,43.66495,-116.520451,2005,2005-01-01,0.1389938
IDTF,IDTF,1,42.6065,-114.504587,2005,2005-01-01,0.8350158
KSCO,KSCO,1,39.387209,-101.068435,2005,2005-01-01,0.1032992
KSMA,KSMA,1,39.21192,-96.589243,2005,2005-01-01,0.1101105
KSTR,KSTR,1,38.47032,-101.77941,2005,2005-01-01,0.4837053
MBBR,MBBR,1,49.86689,-99.973147,2005,2005-01-01,NA
MBMO,MBMO,1,49.18491,-98.078299,2005,2005-01-01,0.3590013
MIEN,MIEN,1,43.3541,-85.1791,2005,2005-01-01,0
MIS2,MIS2,1,43.39521,-83.68696,2005,2005-01-01,NA
MISA,MISA,1,43.39521,-83.686963,2005,2005-01-01,0.4454272
MNBE,MNBE,1,45.38951,-93.885754,2005,2005-01-01,0
MNCR,MNCR,1,47.80604,-96.60909,2005,2005-01-01,0
MNLA,MNLA,1,44.23915,-95.308206,2005,2005-01-01,0.4206789
MNMO,MNMO,1,45.60179,-95.901515,2005,2005-01-01,0.8200789
MNPE,MNPE,1,46.89022,-95.075698,2005,2005-01-01,0.8200789
MNPR,MNPR,1,46.66384,-95.533428,2005,2005-01-01,NA
MOCL,MOCL,1,36.487915,-89.96273,2005,2005-01-01,0.6172303
MOCO,MOCO,1,38.943,-92.319914,2005,2005-01-01,NA
MOPO,MOPO,1,36.395653,-89.609206,2005,2005-01-01,0
MTHU,MTHU,1,45.92061,-108.241794,2005,2005-01-01,NA
MTSI,MTSI,1,47.72635,-104.150097,2005,2005-01-01,0
NDAR,NDAR,1,47.10414,-97.218143,2005,2005-01-01,0.7860648
NDCA,NDCA,1,47.50822,-99.120669,2005,2005-01-01,0.7960287
NDER,NDER,1,47.11533,-97.387892,2005,2005-01-01,0.1004839
NDFA,NDFA,1,46.8994,-96.811921,2005,2005-01-01,0.6410448
NDHA,NDHA,1,47.6331,-97.460334,2005,2005-01-01,0.7615156
NDPR,NDPR,1,46.99889,-97.113918,2005,2005-01-01,0.6886603
NEMI,NEMI,1,41.94062,-103.821274,2005,2005-01-01,NA
NENP,NENP,1,41.08757,-100.778668,2005,2005-01-01,0.3473522
NES2,NES2,1,41.89178,-103.678862,2005,2005-01-01,NA
NESB,NESB,1,41.94255,-103.814399,2005,2005-01-01,0
NMFA,NMFA,1,36.68915,-108.307665,2005,2005-01-01,0.3652823
NYFR,NYFR,1,42.52198,-76.330525,2005,2005-01-01,0.4936279
ONEL,ONEL,1,43.6419,-80.401772,2005,2005-01-01,0.5334142
ONEX,ONEX,1,43.31734,-81.506848,2005,2005-01-01,0.717403
ONGU,ONGU,1,43.54903,-80.213818,2005,2005-01-01,0.5421255
ONHA,ONHA,1,42.02955,-82.900968,2005,2005-01-01,0.2074483
PRIS,PRIS,1,18.46457,-67.052045,2005,2005-01-01,0.4268253
SKOU,SKOU,1,51.47894,-107.050903,2005,2005-01-01,NA
SKSA,SKSA,1,52.13359,-106.609455,2005,2005-01-01,0.0539243
TXCS,TXCS,1,30.540641,-96.427962,2005,2005-01-01,0.1319227
TXLU,TXLU,1,33.6915,-101.826086,2005,2005-01-01,NA
TXMU,TXMU,1,33.45195,-99.614823,2005,2005-01-01,0
TXVE,TXVE,1,34.080061,-99.368349,2005,2005-01-01,NA
WAOT,WAOT,1,46.79111,-119.033087,2005,2005-01-01,NA
WARO,WARO,1,46.29334,-119.734117,2005,2005-01-01,0.8276651
WAVA,WAVA,1,45.67664,-122.649114,2005,2005-01-01,0.5601599
WYLI,WYLI,1,42.13224,-104.394135,2005,2005-01-01,NA
WYPO,WYPO,1,44.77592,-108.758948,2005,2005-01-01,NA
WYRI,WYRI,1,43.0281,-108.426538,2005,2005-01-01,0.7575031
WYTO,WYTO,1,42.0815,-104.219912,2005,2005-01-01,NA
ABBI,ABBI,1,49.869621,-111.377099,2006,2005-01-01,0.1048574
ABBR,ABBR,1,50.549506,-111.852109,2006,2006-01-01,0.7777905
ABLE,ABLE,1,49.69886,-112.763594,2006,2006-01-01,0.5843298
ABVA,ABVA,1,50.052864,-112.126564,2006,2006-01-01,0.6671865
AZBO,AZBO,1,32.451195,-109.958609,2006,2006-01-01,0.4713177
AZHE,AZHE,1,31.43833,-110.108139,2006,2006-01-01,0
AZKS,AZKS,1,32.12751,-109.752162,2006,2006-01-01,0.5901449
AZSA,AZSA,1,32.81499,-109.680619,2006,2006-01-01,0.4705153
CACH,CACH,1,39.6903,-121.823782,2006,2006-01-01,0.1114391
CACO,CACO,1,39.2,-122.02,2006,2006-01-01,NA
CAD2,CAD2,1,38.53505,-121.783175,2006,2006-01-01,NA
CADV,CADV,1,38.53782,-121.756973,2006,2006-01-01,0.618847
CAIR,CAIR,1,33.6884,-117.722118,2006,2006-01-01,0.7258417
CAOR,CAOR,1,39.62961,-122.005533,2006,2006-01-01,0.39439
CARI,CARI,1,33.96833,-117.339196,2006,2006-01-01,0.1489149
COFC,COFC,1,40.65167,-104.999168,2006,2006-01-01,0.4853182
COFR,COFR,1,39.17892,-108.700073,2006,2006-01-01,0.107095
IDKI,IDKI,1,42.55103,-114.340004,2006,2006-01-01,0.5418442
IDNA,IDNA,1,43.664948,-116.520451,2006,2006-01-01,0.5224906
IDP2,IDP2,1,43.80256,-116.944202,2006,2006-01-01,0.4358172
IDPA,IDPA,1,43.66495,-116.520451,2006,2006-01-01,0.1389938
IDTF,IDTF,1,42.6065,-114.504587,2006,2006-01-01,0.8350158
KSCO,KSCO,1,39.387209,-101.068435,2006,2006-01-01,0.1032992
KSMA,KSMA,1,39.21192,-96.589243,2006,2006-01-01,0.1101105
KSTR,KSTR,1,38.47032,-101.77941,2006,2006-01-01,0.4837053
MBBR,MBBR,1,49.86689,-99.973147,2006,2006-01-01,NA
MBMO,MBMO,1,49.18491,-98.078299,2006,2006-01-01,0.3590013
MIEN,MIEN,1,43.3541,-85.1791,2006,2006-01-01,0
MIS2,MIS2,1,43.39521,-83.68696,2006,2006-01-01,NA
MISA,MISA,1,43.39521,-83.686963,2006,2006-01-01,0.1395734
MNBE,MNBE,1,45.38951,-93.885754,2006,2006-01-01,0
MNCR,MNCR,1,47.80604,-96.60909,2006,2006-01-01,0
MNLA,MNLA,1,44.23915,-95.308206,2006,2006-01-01,0.4206789
MNMO,MNMO,1,45.60179,-95.901515,2006,2006-01-01,0.8200789
MNPE,MNPE,1,46.89022,-95.075698,2006,2006-01-01,0.8200789
MNPR,MNPR,1,46.66384,-95.533428,2006,2006-01-01,NA
MOCL,MOCL,1,36.487915,-89.96273,2006,2006-01-01,0.5364789
MOCO,MOCO,1,38.943,-92.319914,2006,2006-01-01,NA
MOPO,MOPO,1,36.395653,-89.609206,2006,2006-01-01,0
MTHU,MTHU,1,45.92061,-108.241794,2006,2006-01-01,NA
MTSI,MTSI,1,47.72635,-104.150097,2006,2006-01-01,0
NDAR,NDAR,1,47.10414,-97.218143,2006,2006-01-01,0.7729027
NDCA,NDCA,1,47.50822,-99.120669,2006,2006-01-01,0.7960287
NDER,NDER,1,47.11533,-97.387892,2006,2006-01-01,0.1004839
NDFA,NDFA,1,46.8994,-96.811921,2006,2006-01-01,0.6410448
NDHA,NDHA,1,47.6331,-97.460334,2006,2006-01-01,0.7615156
NDPR,NDPR,1,46.99889,-97.113918,2006,2006-01-01,0.6655218
NEMI,NEMI,1,41.94062,-103.821274,2006,2006-01-01,NA
NENP,NENP,1,41.08757,-100.778668,2006,2006-01-01,0.3473522
NES2,NES2,1,41.89178,-103.678862,2006,2006-01-01,NA
NESB,NESB,1,41.94255,-103.814399,2006,2006-01-01,0
NMFA,NMFA,1,36.68915,-108.307665,2006,2006-01-01,0.6704016
NYFR,NYFR,1,42.52198,-76.330525,2006,2006-01-01,0.4936279
ONEL,ONEL,1,43.6419,-80.401772,2006,2006-01-01,0.6101776
ONEX,ONEX,1,43.31734,-81.506848,2006,2006-01-01,0.717403
ONGU,ONGU,1,43.54903,-80.213818,2006,2006-01-01,0.5421255
ONHA,ONHA,1,42.02955,-82.900968,2006,2006-01-01,0.2098269
PRIS,PRIS,1,18.46457,-67.052045,2006,2006-01-01,0.4268253
SKOU,SKOU,1,51.47894,-107.050903,2006,2006-01-01,NA
SKSA,SKSA,1,52.13359,-106.609455,2006,2006-01-01,0.0539243
TXCS,TXCS,1,30.540641,-96.427962,2006,2006-01-01,0.1319227
TXLU,TXLU,1,33.6915,-101.826086,2006,2006-01-01,NA
TXMU,TXMU,1,33.45195,-99.614823,2006,2006-01-01,0
TXVE,TXVE,1,34.080061,-99.368349,2006,2006-01-01,NA
WAOT,WAOT,1,46.79111,-119.033087,2006,2006-01-01,NA
WARO,WARO,1,46.29334,-119.734117,2006,2006-01-01,0.8854949
WAVA,WAVA,1,45.67664,-122.649114,2006,2006-01-01,0.5601599
WYLI,WYLI,1,42.13224,-104.394135,2006,2006-01-01,NA
WYPO,WYPO,1,44.77592,-108.758948,2006,2006-01-01,NA
WYRI,WYRI,1,43.0281,-108.426538,2006,2006-01-01,0.6578844
WYTO,WYTO,1,42.0815,-104.219912,2006,2006-01-01,NA
ABBI,ABBI,1,49.869621,-111.377099,2007,2006-01-01,0.1048574
ABBR,ABBR,1,50.549506,-111.852109,2007,2007-01-01,0.7777905
ABLE,ABLE,1,49.69886,-112.763594,2007,2007-01-01,0.5843298
ABVA,ABVA,1,50.052864,-112.126564,2007,2007-01-01,0.6671865
AZBO,AZBO,1,32.451195,-109.958609,2007,2007-01-01,0.4713177
AZHE,AZHE,1,31.43833,-110.108139,2007,2007-01-01,0
AZKS,AZKS,1,32.12751,-109.752162,2007,2007-01-01,0.5901449
AZSA,AZSA,1,32.81499,-109.680619,2007,2007-01-01,0.4705153
CACH,CACH,1,39.6903,-121.823782,2007,2007-01-01,0.1114391
CACO,CACO,1,39.2,-122.02,2007,2007-01-01,NA
CAD2,CAD2,1,38.53505,-121.783175,2007,2007-01-01,NA
CADV,CADV,1,38.53782,-121.756973,2007,2007-01-01,0.4204238
CAIR,CAIR,1,33.6884,-117.722118,2007,2007-01-01,0.7258417
CAOR,CAOR,1,39.62961,-122.005533,2007,2007-01-01,0.39439
CARI,CARI,1,33.96833,-117.339196,2007,2007-01-01,0.1489149
COFC,COFC,1,40.65167,-104.999168,2007,2007-01-01,0.4644305
COFR,COFR,1,39.17892,-108.700073,2007,2007-01-01,0.107095
IDKI,IDKI,1,42.55103,-114.340004,2007,2007-01-01,0.5418442
IDNA,IDNA,1,43.664948,-116.520451,2007,2007-01-01,0.5224906
IDP2,IDP2,1,43.80256,-116.944202,2007,2007-01-01,0.4358172
IDPA,IDPA,1,43.66495,-116.520451,2007,2007-01-01,0.0295319
IDTF,IDTF,1,42.6065,-114.504587,2007,2007-01-01,0.8350158
KSCO,KSCO,1,39.387209,-101.068435,2007,2007-01-01,0.1032992
KSMA,KSMA,1,39.21192,-96.589243,2007,2007-01-01,0.1101105
KSTR,KSTR,1,38.47032,-101.77941,2007,2007-01-01,0.4837053
MBBR,MBBR,1,49.86689,-99.973147,2007,2007-01-01,NA
MBMO,MBMO,1,49.18491,-98.078299,2007,2007-01-01,0.3590013
MIEN,MIEN,1,43.3541,-85.1791,2007,2007-01-01,0.2997137
MIS2,MIS2,1,43.39521,-83.68696,2007,2007-01-01,NA
MISA,MISA,1,43.39521,-83.686963,2007,2007-01-01,0.6151682
MNBE,MNBE,1,45.38951,-93.885754,2007,2007-01-01,0
MNCR,MNCR,1,47.80604,-96.60909,2007,2007-01-01,0
MNLA,MNLA,1,44.23915,-95.308206,2007,2007-01-01,0.4206789
MNMO,MNMO,1,45.60179,-95.901515,2007,2007-01-01,0.8200789
MNPE,MNPE,1,46.89022,-95.075698,2007,2007-01-01,0.8200789
MNPR,MNPR,1,46.66384,-95.533428,2007,2007-01-01,NA
MOCL,MOCL,1,36.487915,-89.96273,2007,2007-01-01,0.5364789
MOCO,MOCO,1,38.943,-92.319914,2007,2007-01-01,NA
MOPO,MOPO,1,36.395653,-89.609206,2007,2007-01-01,0
MTHU,MTHU,1,45.92061,-108.241794,2007,2007-01-01,NA
MTSI,MTSI,1,47.72635,-104.150097,2007,2007-01-01,0
NDAR,NDAR,1,47.10414,-97.218143,2007,2007-01-01,0.6579187
NDCA,NDCA,1,47.50822,-99.120669,2007,2007-01-01,0.7960287
NDER,NDER,1,47.11533,-97.387892,2007,2007-01-01,0.1004839
NDFA,NDFA,1,46.8994,-96.811921,2007,2007-01-01,0.6410448
NDHA,NDHA,1,47.6331,-97.460334,2007,2007-01-01,0.7615156
NDPR,NDPR,1,46.99889,-97.113918,2007,2007-01-01,0.6777221
NEMI,NEMI,1,41.94062,-103.821274,2007,2007-01-01,NA
NENP,NENP,1,41.08757,-100.778668,2007,2007-01-01,0.3473522
NES2,NES2,1,41.89178,-103.678862,2007,2007-01-01,NA
NESB,NESB,1,41.94255,-103.814399,2007,2007-01-01,0
NMFA,NMFA,1,36.68915,-108.307665,2007,2007-01-01,0.6175127
NYFR,NYFR,1,42.52198,-76.330525,2007,2007-01-01,0.4936279
ONEL,ONEL,1,43.6419,-80.401772,2007,2007-01-01,0.653283
ONEX,ONEX,1,43.31734,-81.506848,2007,2007-01-01,0.717403
ONGU,ONGU,1,43.54903,-80.213818,2007,2007-01-01,0.5421255
ONHA,ONHA,1,42.02955,-82.900968,2007,2007-01-01,0.3920416
PRIS,PRIS,1,18.46457,-67.052045,2007,2007-01-01,0.4268253
SKOU,SKOU,1,51.47894,-107.050903,2007,2007-01-01,NA
SKSA,SKSA,1,52.13359,-106.609455,2007,2007-01-01,0.0539243
TXCS,TXCS,1,30.540641,-96.427962,2007,2007-01-01,0.1319227
TXLU,TXLU,1,33.6915,-101.826086,2007,2007-01-01,NA
TXMU,TXMU,1,33.45195,-99.614823,2007,2007-01-01,0
TXVE,TXVE,1,34.080061,-99.368349,2007,2007-01-01,NA
WAOT,WAOT,1,46.79111,-119.033087,2007,2007-01-01,NA
WARO,WARO,1,46.29334,-119.734117,2007,2007-01-01,0.8077599
WAVA,WAVA,1,45.67664,-122.649114,2007,2007-01-01,0.5601599
WYLI,WYLI,1,42.13224,-104.394135,2007,2007-01-01,NA
WYPO,WYPO,1,44.77592,-108.758948,2007,2007-01-01,NA
WYRI,WYRI,1,43.0281,-108.426538,2007,2007-01-01,0.5386907
WYTO,WYTO,1,42.0815,-104.219912,2007,2007-01-01,NA
ABBI,ABBI,1,49.869621,-111.377099,2008,2007-01-01,0.1048574
ABBR,ABBR,1,50.549506,-111.852109,2008,2008-01-01,0.7777905
ABLE,ABLE,1,49.69886,-112.763594,2008,2008-01-01,0.5843298
ABVA,ABVA,1,50.052864,-112.126564,2008,2008-01-01,0.6671865
AZBO,AZBO,1,32.451195,-109.958609,2008,2008-01-01,0.4713177
AZHE,AZHE,1,31.43833,-110.108139,2008,2008-01-01,0
AZKS,AZKS,1,32.12751,-109.752162,2008,2008-01-01,0.5901449
AZSA,AZSA,1,32.81499,-109.680619,2008,2008-01-01,0.4705153
CACH,CACH,1,39.6903,-121.823782,2008,2008-01-01,0.1114391
CACO,CACO,1,39.2,-122.02,2008,2008-01-01,NA
CAD2,CAD2,1,38.53505,-121.783175,2008,2008-01-01,NA
CADV,CADV,1,38.53782,-121.756973,2008,2008-01-01,0.358761
CAIR,CAIR,1,33.6884,-117.722118,2008,2008-01-01,0.7258417
CAOR,CAOR,1,39.62961,-122.005533,2008,2008-01-01,0.39439
CARI,CARI,1,33.96833,-117.339196,2008,2008-01-01,0.1489149
COFC,COFC,1,40.65167,-104.999168,2008,2008-01-01,0.3492494
COFR,COFR,1,39.17892,-108.700073,2008,2008-01-01,0.107095
IDKI,IDKI,1,42.55103,-114.340004,2008,2008-01-01,0.5857278
IDNA,IDNA,1,43.664948,-116.520451,2008,2008-01-01,0.5224906
IDP2,IDP2,1,43.80256,-116.944202,2008,2008-01-01,0.4358172
IDPA,IDPA,1,43.66495,-116.520451,2008,2008-01-01,0.0295319
IDTF,IDTF,1,42.6065,-114.504587,2008,2008-01-01,0.8350158
KSCO,KSCO,1,39.387209,-101.068435,2008,2008-01-01,0.1032992
KSMA,KSMA,1,39.21192,-96.589243,2008,2008-01-01,0.1101105
KSTR,KSTR,1,38.47032,-101.77941,2008,2008-01-01,0.4837053
MBBR,MBBR,1,49.86689,-99.973147,2008,2008-01-01,NA
MBMO,MBMO,1,49.18491,-98.078299,2008,2008-01-01,0.3590013
MIEN,MIEN,1,43.3541,-85.1791,2008,2008-01-01,0.2556666
MIS2,MIS2,1,43.39521,-83.68696,2008,2008-01-01,NA
MISA,MISA,1,43.39521,-83.686963,2008,2008-01-01,0.5422158
MNBE,MNBE,1,45.38951,-93.885754,2008,2008-01-01,0
MNCR,MNCR,1,47.80604,-96.60909,2008,2008-01-01,0
MNLA,MNLA,1,44.23915,-95.308206,2008,2008-01-01,0.4206789
MNMO,MNMO,1,45.60179,-95.901515,2008,2008-01-01,0.8200789
MNPE,MNPE,1,46.89022,-95.075698,2008,2008-01-01,0.8200789
MNPR,MNPR,1,46.66384,-95.533428,2008,2008-01-01,NA
MOCL,MOCL,1,36.487915,-89.96273,2008,2008-01-01,0.5364789
MOCO,MOCO,1,38.943,-92.319914,2008,2008-01-01,NA
MOPO,MOPO,1,36.395653,-89.609206,2008,2008-01-01,0
MTHU,MTHU,1,45.92061,-108.241794,2008,2008-01-01,NA
MTSI,MTSI,1,47.72635,-104.150097,2008,2008-01-01,0
NDAR,NDAR,1,47.10414,-97.218143,2008,2008-01-01,0.6018608
NDCA,NDCA,1,47.50822,-99.120669,2008,2008-01-01,0.7960287
NDER,NDER,1,47.11533,-97.387892,2008,2008-01-01,0.1004839
NDFA,NDFA,1,46.8994,-96.811921,2008,2008-01-01,0.6410448
NDHA,NDHA,1,47.6331,-97.460334,2008,2008-01-01,0.7615156
NDPR,NDPR,1,46.99889,-97.113918,2008,2008-01-01,0.5689313
NEMI,NEMI,1,41.94062,-103.821274,2008,2008-01-01,NA
NENP,NENP,1,41.08757,-100.778668,2008,2008-01-01,0.3473522
NES2,NES2,1,41.89178,-103.678862,2008,2008-01-01,NA
NESB,NESB,1,41.94255,-103.814399,2008,2008-01-01,0
NMFA,NMFA,1,36.68915,-108.307665,2008,2008-01-01,0.6899719
NYFR,NYFR,1,42.52198,-76.330525,2008,2008-01-01,0.4936279
ONEL,ONEL,1,43.6419,-80.401772,2008,2008-01-01,0.6092315
ONEX,ONEX,1,43.31734,-81.506848,2008,2008-01-01,0.717403
ONGU,ONGU,1,43.54903,-80.213818,2008,2008-01-01,0.5421255
ONHA,ONHA,1,42.02955,-82.900968,2008,2008-01-01,0.3920416
PRIS,PRIS,1,18.46457,-67.052045,2008,2008-01-01,0.4268253
SKOU,SKOU,1,51.47894,-107.050903,2008,2008-01-01,NA
SKSA,SKSA,1,52.13359,-106.609455,2008,2008-01-01,0.0539243
TXCS,TXCS,1,30.540641,-96.427962,2008,2008-01-01,0.1319227
TXLU,TXLU,1,33.6915,-101.826086,2008,2008-01-01,NA
TXMU,TXMU,1,33.45195,-99.614823,2008,2008-01-01,0
TXVE,TXVE,1,34.080061,-99.368349,2008,2008-01-01,NA
WAOT,WAOT,1,46.79111,-119.033087,2008,2008-01-01,NA
WARO,WARO,1,46.29334,-119.734117,2008,2008-01-01,0.5277918
WAVA,WAVA,1,45.67664,-122.649114,2008,2008-01-01,0.5601599
WYLI,WYLI,1,42.13224,-104.394135,2008,2008-01-01,NA
WYPO,WYPO,1,44.77592,-108.758948,2008,2008-01-01,NA
WYRI,WYRI,1,43.0281,-108.426538,2008,2008-01-01,0.7305009
WYTO,WYTO,1,42.0815,-104.219912,2008,2008-01-01,NA
ABBI,ABBI,1,49.869621,-111.377099,2009,2008-01-01,0.1048574
ABBR,ABBR,1,50.549506,-111.852109,2009,2009-01-01,0.7777905
ABLE,ABLE,1,49.69886,-112.763594,2009,2009-01-01,0.5843298
ABVA,ABVA,1,50.052864,-112.126564,2009,2009-01-01,0.6671865
AZBO,AZBO,1,32.451195,-109.958609,2009,2009-01-01,0.4713177
AZHE,AZHE,1,31.43833,-110.108139,2009,2009-01-01,0
AZKS,AZKS,1,32.12751,-109.752162,2009,2009-01-01,0.5901449
AZSA,AZSA,1,32.81499,-109.680619,2009,2009-01-01,0.4705153
CACH,CACH,1,39.6903,-121.823782,2009,2009-01-01,0.1114391
CACO,CACO,1,39.2,-122.02,2009,2009-01-01,NA
CAD2,CAD2,1,38.53505,-121.783175,2009,2009-01-01,NA
CADV,CADV,1,38.53782,-121.756973,2009,2009-01-01,0.4853101
CAIR,CAIR,1,33.6884,-117.722118,2009,2009-01-01,0.7258417
CAOR,CAOR,1,39.62961,-122.005533,2009,2009-01-01,0.39439
CARI,CARI,1,33.96833,-117.339196,2009,2009-01-01,0.1489149
COFC,COFC,1,40.65167,-104.999168,2009,2009-01-01,0.3443361
COFR,COFR,1,39.17892,-108.700073,2009,2009-01-01,0.107095
IDKI,IDKI,1,42.55103,-114.340004,2009,2009-01-01,0.5874237
IDNA,IDNA,1,43.664948,-116.520451,2009,2009-01-01,0.5224906
IDP2,IDP2,1,43.80256,-116.944202,2009,2009-01-01,0.4358172
IDPA,IDPA,1,43.66495,-116.520451,2009,2009-01-01,0.0295319
IDTF,IDTF,1,42.6065,-114.504587,2009,2009-01-01,0.8350158
KSCO,KSCO,1,39.387209,-101.068435,2009,2009-01-01,0.1032992
KSMA,KSMA,1,39.21192,-96.589243,2009,2009-01-01,0.1101105
KSTR,KSTR,1,38.47032,-101.77941,2009,2009-01-01,0.4837053
