Site,Race,Latitude,Longitude,Year,Heritability
TXLU,Mesoamerican,33.6915,-101.826086,1988,NA
TXMU,Mesoamerican,33.45195,-99.614823,1988,NA
TXVE,Mesoamerican,34.080061,-99.368349,1988,NA
WAOT,Mesoamerican,46.79111,-119.033087,1988,0.8528642
WARO,Mesoamerican,46.29334,-119.734117,1988,0.1405653
WAVA,Mesoamerican,45.67664,-122.649114,1988,NA
WYLI,Mesoamerican,42.13224,-104.394135,1988,NA
WYPO,Mesoamerican,44.77592,-108.758948,1988,0
WYRI,Mesoamerican,43.0281,-108.426538,1988,NA
WYTO,Mesoamerican,42.0815,-104.219912,1988,NA
ABBI,Nueva Granada,49.869621,-111.377099,1988,0
ABBR,Nueva Granada,50.549506,-111.852109,1988,7.85E-19
ABLE,Nueva Granada,49.69886,-112.763594,1988,NA
ABVA,Nueva Granada,50.052864,-112.126564,1988,NA
AZBO,Nueva Granada,32.451195,-109.958609,1988,NA
AZHE,Nueva Granada,31.43833,-110.108139,1988,NA
AZKS,Nueva Granada,32.12751,-109.752162,1988,NA
AZSA,Nueva Granada,32.81499,-109.680619,1988,NA
CACH,Nueva Granada,39.6903,-121.823782,1988,NA
CACO,Nueva Granada,39.2,-122.02,1988,0.3529322
CAD2,Nueva Granada,38.53505,-121.783175,1988,NA
CADV,Nueva Granada,38.53782,-121.756973,1988,NA
CAIR,Nueva Granada,33.6884,-117.722118,1988,0.2672741
CAOR,Nueva Granada,39.62961,-122.005533,1988,NA
CARI,Nueva Granada,33.96833,-117.339196,1988,NA
COFC,Nueva Granada,40.65167,-104.999168,1988,0.3675742
COFR,Nueva Granada,39.17892,-108.700073,1988,0.3116254
IDKI,Nueva Granada,42.55103,-114.340004,1988,0.6648948
IDNA,Nueva Granada,43.664948,-116.520451,1988,NA
IDP2,Nueva Granada,43.80256,-116.944202,1988,NA
IDPA,Nueva Granada,43.66495,-116.520451,1988,0.7495108
IDTF,Nueva Granada,42.6065,-114.504587,1988,0.6582605
KSCO,Nueva Granada,39.387209,-101.068435,1988,NA
KSMA,Nueva Granada,39.21192,-96.589243,1988,NA
KSTR,Nueva Granada,38.47032,-101.77941,1988,NA
MBBR,Nueva Granada,49.86689,-99.973147,1988,NA
MBMO,Nueva Granada,49.18491,-98.078299,1988,NA
MIEN,Nueva Granada,43.3541,-85.1791,1988,NA
MIS2,Nueva Granada,43.39521,-83.68696,1988,NA
MISA,Nueva Granada,43.39521,-83.686963,1988,0.6900377
MNBE,Nueva Granada,45.38951,-93.885754,1988,NA
MNCR,Nueva Granada,47.80604,-96.60909,1988,NA
MNLA,Nueva Granada,44.23915,-95.308206,1988,NA
MNMO,Nueva Granada,45.60179,-95.901515,1988,NA
MNPE,Nueva Granada,46.89022,-95.075698,1988,NA
MNPR,Nueva Granada,46.66384,-95.533428,1988,NA
MOCL,Nueva Granada,36.487915,-89.96273,1988,NA
MOCO,Nueva Granada,38.943,-92.319914,1988,0.1748982
MOPO,Nueva Granada,36.395653,-89.609206,1988,NA
MTHU,Nueva Granada,45.92061,-108.241794,1988,NA
MTSI,Nueva Granada,47.72635,-104.150097,1988,0
NDAR,Nueva Granada,47.10414,-97.218143,1988,NA
NDCA,Nueva Granada,47.50822,-99.120669,1988,NA
NDER,Nueva Granada,47.11533,-97.387892,1988,NA
NDFA,Nueva Granada,46.8994,-96.811921,1988,0.2231708
NDHA,Nueva Granada,47.6331,-97.460334,1988,NA
NDPR,Nueva Granada,46.99889,-97.113918,1988,NA
NEMI,Nueva Granada,41.94062,-103.821274,1988,NA
NENP,Nueva Granada,41.08757,-100.778668,1988,NA
NES2,Nueva Granada,41.89178,-103.678862,1988,0.01971113
NESB,Nueva Granada,41.94255,-103.814399,1988,0.4874226
NMFA,Nueva Granada,36.68915,-108.307665,1988,0.2565434
NYFR,Nueva Granada,42.52198,-76.330525,1988,NA
ONEL,Nueva Granada,43.6419,-80.401772,1988,NA
ONEX,Nueva Granada,43.31734,-81.506848,1988,0.3519903
ONGU,Nueva Granada,43.54903,-80.213818,1988,NA
ONHA,Nueva Granada,42.02955,-82.900968,1988,NA
PRIS,Nueva Granada,18.46457,-67.052045,1988,NA
SKOU,Nueva Granada,51.47894,-107.050903,1988,0.06718496
SKSA,Nueva Granada,52.13359,-106.609455,1988,NA
TXCS,Nueva Granada,30.540641,-96.427962,1988,NA
TXLU,Nueva Granada,33.6915,-101.826086,1988,NA
TXMU,Nueva Granada,33.45195,-99.614823,1988,NA
TXVE,Nueva Granada,34.080061,-99.368349,1988,NA
WAOT,Nueva Granada,46.79111,-119.033087,1988,0.692325
WARO,Nueva Granada,46.29334,-119.734117,1988,0.498963
WAVA,Nueva Granada,45.67664,-122.649114,1988,NA
WYLI,Nueva Granada,42.13224,-104.394135,1988,NA
WYPO,Nueva Granada,44.77592,-108.758948,1988,0
WYRI,Nueva Granada,43.0281,-108.426538,1988,NA
WYTO,Nueva Granada,42.0815,-104.219912,1988,NA
ABBI,Durango,49.869621,-111.377099,1989,0
ABBR,Durango,50.549506,-111.852109,1989,NA
ABLE,Durango,49.69886,-112.763594,1989,NA
ABVA,Durango,50.052864,-112.126564,1989,NA
AZBO,Durango,32.451195,-109.958609,1989,NA
AZHE,Durango,31.43833,-110.108139,1989,NA
AZKS,Durango,32.12751,-109.752162,1989,NA
AZSA,Durango,32.81499,-109.680619,1989,NA
CACH,Durango,39.6903,-121.823782,1989,NA
CACO,Durango,39.2,-122.02,1989,0.1708392
CAD2,Durango,38.53505,-121.783175,1989,NA
CADV,Durango,38.53782,-121.756973,1989,NA
CAIR,Durango,33.6884,-117.722118,1989,0.1773253
CAOR,Durango,39.62961,-122.005533,1989,NA
CARI,Durango,33.96833,-117.339196,1989,NA
COFC,Durango,40.65167,-104.999168,1989,0.08570077
COFR,Durango,39.17892,-108.700073,1989,0.1932129
IDKI,Durango,42.55103,-114.340004,1989,0.4699451
IDNA,Durango,43.664948,-116.520451,1989,0.6468318
IDP2,Durango,43.80256,-116.944202,1989,NA
IDPA,Durango,43.66495,-116.520451,1989,0.1573927
IDTF,Durango,42.6065,-114.504587,1989,0.5292763
KSCO,Durango,39.387209,-101.068435,1989,NA
KSMA,Durango,39.21192,-96.589243,1989,0.1101105
KSTR,Durango,38.47032,-101.77941,1989,NA
MBBR,Durango,49.86689,-99.973147,1989,NA
MBMO,Durango,49.18491,-98.078299,1989,NA
MIEN,Durango,43.3541,-85.1791,1989,NA
MIS2,Durango,43.39521,-83.68696,1989,NA
MISA,Durango,43.39521,-83.686963,1989,0.2159901
MNBE,Durango,45.38951,-93.885754,1989,NA
MNCR,Durango,47.80604,-96.60909,1989,NA
MNLA,Durango,44.23915,-95.308206,1989,NA
MNMO,Durango,45.60179,-95.901515,1989,NA
MNPE,Durango,46.89022,-95.075698,1989,NA
MNPR,Durango,46.66384,-95.533428,1989,NA
MOCL,Durango,36.487915,-89.96273,1989,NA
MOCO,Durango,38.943,-92.319914,1989,0.21508
MOPO,Durango,36.395653,-89.609206,1989,NA
MTHU,Durango,45.92061,-108.241794,1989,0.2605411
MTSI,Durango,47.72635,-104.150097,1989,0.57551
NDAR,Durango,47.10414,-97.218143,1989,NA
NDCA,Durango,47.50822,-99.120669,1989,NA
NDER,Durango,47.11533,-97.387892,1989,NA
NDFA,Durango,46.8994,-96.811921,1989,NA
NDHA,Durango,47.6331,-97.460334,1989,NA
NDPR,Durango,46.99889,-97.113918,1989,NA
NEMI,Durango,41.94062,-103.821274,1989,0.08792743
NENP,Durango,41.08757,-100.778668,1989,NA
NES2,Durango,41.89178,-103.678862,1989,NA
NESB,Durango,41.94255,-103.814399,1989,0.398435
NMFA,Durango,36.68915,-108.307665,1989,0.0822062
NYFR,Durango,42.52198,-76.330525,1989,0
ONEL,Durango,43.6419,-80.401772,1989,NA
ONEX,Durango,43.31734,-81.506848,1989,0.1835671
ONGU,Durango,43.54903,-80.213818,1989,NA
ONHA,Durango,42.02955,-82.900968,1989,NA
PRIS,Durango,18.46457,-67.052045,1989,NA
SKOU,Durango,51.47894,-107.050903,1989,0.303028
SKSA,Durango,52.13359,-106.609455,1989,NA
TXCS,Durango,30.540641,-96.427962,1989,NA
TXLU,Durango,33.6915,-101.826086,1989,9.08E-12
TXMU,Durango,33.45195,-99.614823,1989,NA
TXVE,Durango,34.080061,-99.368349,1989,NA
WAOT,Durango,46.79111,-119.033087,1989,0
WARO,Durango,46.29334,-119.734117,1989,0.3963983
WAVA,Durango,45.67664,-122.649114,1989,NA
WYLI,Durango,42.13224,-104.394135,1989,NA
WYPO,Durango,44.77592,-108.758948,1989,0.07208806
WYRI,Durango,43.0281,-108.426538,1989,NA
WYTO,Durango,42.0815,-104.219912,1989,NA
ABBI,Mesoamerican,49.869621,-111.377099,1989,0.7209957
ABBR,Mesoamerican,50.549506,-111.852109,1989,0
ABLE,Mesoamerican,49.69886,-112.763594,1989,NA
ABVA,Mesoamerican,50.052864,-112.126564,1989,NA
AZBO,Mesoamerican,32.451195,-109.958609,1989,NA
AZHE,Mesoamerican,31.43833,-110.108139,1989,NA
AZKS,Mesoamerican,32.12751,-109.752162,1989,NA
AZSA,Mesoamerican,32.81499,-109.680619,1989,NA
CACH,Mesoamerican,39.6903,-121.823782,1989,NA
CACO,Mesoamerican,39.2,-122.02,1989,0.4879281
CAD2,Mesoamerican,38.53505,-121.783175,1989,NA
CADV,Mesoamerican,38.53782,-121.756973,1989,NA
CAIR,Mesoamerican,33.6884,-117.722118,1989,0.802019
CAOR,Mesoamerican,39.62961,-122.005533,1989,NA
CARI,Mesoamerican,33.96833,-117.339196,1989,NA
COFC,Mesoamerican,40.65167,-104.999168,1989,0
COFR,Mesoamerican,39.17892,-108.700073,1989,0.4016247
IDKI,Mesoamerican,42.55103,-114.340004,1989,0.8586445
IDNA,Mesoamerican,43.664948,-116.520451,1989,0.0615829
IDP2,Mesoamerican,43.80256,-116.944202,1989,NA
IDPA,Mesoamerican,43.66495,-116.520451,1989,0.447157
IDTF,Mesoamerican,42.6065,-114.504587,1989,0.7165484
KSCO,Mesoamerican,39.387209,-101.068435,1989,NA
KSMA,Mesoamerican,39.21192,-96.589243,1989,NA
KSTR,Mesoamerican,38.47032,-101.77941,1989,NA
MBBR,Mesoamerican,49.86689,-99.973147,1989,NA
MBMO,Mesoamerican,49.18491,-98.078299,1989,NA
MIEN,Mesoamerican,43.3541,-85.1791,1989,NA
MIS2,Mesoamerican,43.39521,-83.68696,1989,NA
MISA,Mesoamerican,43.39521,-83.686963,1989,0.1267503
MNBE,Mesoamerican,45.38951,-93.885754,1989,NA
MNCR,Mesoamerican,47.80604,-96.60909,1989,NA
MNLA,Mesoamerican,44.23915,-95.308206,1989,NA
MNMO,Mesoamerican,45.60179,-95.901515,1989,NA
MNPE,Mesoamerican,46.89022,-95.075698,1989,NA
MNPR,Mesoamerican,46.66384,-95.533428,1989,NA
MOCL,Mesoamerican,36.487915,-89.96273,1989,NA
MOCO,Mesoamerican,38.943,-92.319914,1989,0.5335827
MOPO,Mesoamerican,36.395653,-89.609206,1989,NA
MTHU,Mesoamerican,45.92061,-108.241794,1989,0.1808634
MTSI,Mesoamerican,47.72635,-104.150097,1989,0.6732673
NDAR,Mesoamerican,47.10414,-97.218143,1989,NA
NDCA,Mesoamerican,47.50822,-99.120669,1989,NA
NDER,Mesoamerican,47.11533,-97.387892,1989,NA
NDFA,Mesoamerican,46.8994,-96.811921,1989,3.90E-10
NDHA,Mesoamerican,47.6331,-97.460334,1989,NA
NDPR,Mesoamerican,46.99889,-97.113918,1989,NA
NEMI,Mesoamerican,41.94062,-103.821274,1989,0
NENP,Mesoamerican,41.08757,-100.778668,1989,NA
NES2,Mesoamerican,41.89178,-103.678862,1989,0.300137
NESB,Mesoamerican,41.94255,-103.814399,1989,0
NMFA,Mesoamerican,36.68915,-108.307665,1989,0.03928654
NYFR,Mesoamerican,42.52198,-76.330525,1989,0.3083681
ONEL,Mesoamerican,43.6419,-80.401772,1989,NA
ONEX,Mesoamerican,43.31734,-81.506848,1989,0.4681452
ONGU,Mesoamerican,43.54903,-80.213818,1989,NA
ONHA,Mesoamerican,42.02955,-82.900968,1989,NA
PRIS,Mesoamerican,18.46457,-67.052045,1989,NA
SKOU,Mesoamerican,51.47894,-107.050903,1989,0.4095018
SKSA,Mesoamerican,52.13359,-106.609455,1989,NA
TXCS,Mesoamerican,30.540641,-96.427962,1989,NA
TXLU,Mesoamerican,33.6915,-101.826086,1989,0.1453424
TXMU,Mesoamerican,33.45195,-99.614823,1989,NA
TXVE,Mesoamerican,34.080061,-99.368349,1989,NA
WAOT,Mesoamerican,46.79111,-119.033087,1989,0.7611317
WARO,Mesoamerican,46.29334,-119.734117,1989,0.1765083
WAVA,Mesoamerican,45.67664,-122.649114,1989,NA
WYLI,Mesoamerican,42.13224,-104.394135,1989,NA
WYPO,Mesoamerican,44.77592,-108.758948,1989,4.31E-06
WYRI,Mesoamerican,43.0281,-108.426538,1989,NA
WYTO,Mesoamerican,42.0815,-104.219912,1989,NA
ABBI,Nueva Granada,49.869621,-111.377099,1989,0.1779739
ABBR,Nueva Granada,50.549506,-111.852109,1989,NA
ABLE,Nueva Granada,49.69886,-112.763594,1989,NA
ABVA,Nueva Granada,50.052864,-112.126564,1989,NA
AZBO,Nueva Granada,32.451195,-109.958609,1989,NA
AZHE,Nueva Granada,31.43833,-110.108139,1989,NA
AZKS,Nueva Granada,32.12751,-109.752162,1989,NA
AZSA,Nueva Granada,32.81499,-109.680619,1989,NA
CACH,Nueva Granada,39.6903,-121.823782,1989,NA
CACO,Nueva Granada,39.2,-122.02,1989,0.5532511
CAD2,Nueva Granada,38.53505,-121.783175,1989,NA
CADV,Nueva Granada,38.53782,-121.756973,1989,NA
CAIR,Nueva Granada,33.6884,-117.722118,1989,0.2672741
CAOR,Nueva Granada,39.62961,-122.005533,1989,NA
CARI,Nueva Granada,33.96833,-117.339196,1989,NA
COFC,Nueva Granada,40.65167,-104.999168,1989,0.06036813
COFR,Nueva Granada,39.17892,-108.700073,1989,0.2198228
IDKI,Nueva Granada,42.55103,-114.340004,1989,0.7125497
IDNA,Nueva Granada,43.664948,-116.520451,1989,0.3269141
IDP2,Nueva Granada,43.80256,-116.944202,1989,NA
IDPA,Nueva Granada,43.66495,-116.520451,1989,0.8160028
IDTF,Nueva Granada,42.6065,-114.504587,1989,0.6505896
KSCO,Nueva Granada,39.387209,-101.068435,1989,NA
KSMA,Nueva Granada,39.21192,-96.589243,1989,NA
KSTR,Nueva Granada,38.47032,-101.77941,1989,NA
MBBR,Nueva Granada,49.86689,-99.973147,1989,NA
MBMO,Nueva Granada,49.18491,-98.078299,1989,NA
MIEN,Nueva Granada,43.3541,-85.1791,1989,0.559071
MIS2,Nueva Granada,43.39521,-83.68696,1989,NA
MISA,Nueva Granada,43.39521,-83.686963,1989,NA
MNBE,Nueva Granada,45.38951,-93.885754,1989,NA
MNCR,Nueva Granada,47.80604,-96.60909,1989,NA
MNLA,Nueva Granada,44.23915,-95.308206,1989,NA
MNMO,Nueva Granada,45.60179,-95.901515,1989,NA
MNPE,Nueva Granada,46.89022,-95.075698,1989,NA
MNPR,Nueva Granada,46.66384,-95.533428,1989,NA
MOCL,Nueva Granada,36.487915,-89.96273,1989,NA
MOCO,Nueva Granada,38.943,-92.319914,1989,0.3787733
MOPO,Nueva Granada,36.395653,-89.609206,1989,NA
MTHU,Nueva Granada,45.92061,-108.241794,1989,0
MTSI,Nueva Granada,47.72635,-104.150097,1989,0
NDAR,Nueva Granada,47.10414,-97.218143,1989,NA
NDCA,Nueva Granada,47.50822,-99.120669,1989,NA
NDER,Nueva Granada,47.11533,-97.387892,1989,NA
NDFA,Nueva Granada,46.8994,-96.811921,1989,NA
NDHA,Nueva Granada,47.6331,-97.460334,1989,NA
NDPR,Nueva Granada,46.99889,-97.113918,1989,NA
NEMI,Nueva Granada,41.94062,-103.821274,1989,NA
NENP,Nueva Granada,41.08757,-100.778668,1989,NA
NES2,Nueva Granada,41.89178,-103.678862,1989,NA
NESB,Nueva Granada,41.94255,-103.814399,1989,0.5811532
NMFA,Nueva Granada,36.68915,-108.307665,1989,0.2286285
NYFR,Nueva Granada,42.52198,-76.330525,1989,0.1329569
ONEL,Nueva Granada,43.6419,-80.401772,1989,NA
ONEX,Nueva Granada,43.31734,-81.506848,1989,0.3061036
ONGU,Nueva Granada,43.54903,-80.213818,1989,NA
ONHA,Nueva Granada,42.02955,-82.900968,1989,NA
PRIS,Nueva Granada,18.46457,-67.052045,1989,NA
SKOU,Nueva Granada,51.47894,-107.050903,1989,0.1198786
SKSA,Nueva Granada,52.13359,-106.609455,1989,NA
TXCS,Nueva Granada,30.540641,-96.427962,1989,NA
TXLU,Nueva Granada,33.6915,-101.826086,1989,0.588219
TXMU,Nueva Granada,33.45195,-99.614823,1989,NA
TXVE,Nueva Granada,34.080061,-99.368349,1989,NA
WAOT,Nueva Granada,46.79111,-119.033087,1989,0.4481639
WARO,Nueva Granada,46.29334,-119.734117,1989,0.4458652
WAVA,Nueva Granada,45.67664,-122.649114,1989,NA
WYLI,Nueva Granada,42.13224,-104.394135,1989,NA
WYPO,Nueva Granada,44.77592,-108.758948,1989,0.04115788
WYRI,Nueva Granada,43.0281,-108.426538,1989,NA
WYTO,Nueva Granada,42.0815,-104.219912,1989,NA
ABBI,Durango,49.869621,-111.377099,1990,0
ABBR,Durango,50.549506,-111.852109,1990,NA
ABLE,Durango,49.69886,-112.763594,1990,NA
ABVA,Durango,50.052864,-112.126564,1990,NA
AZBO,Durango,32.451195,-109.958609,1990,NA
AZHE,Durango,31.43833,-110.108139,1990,0.6977532
AZKS,Durango,32.12751,-109.752162,1990,NA
AZSA,Durango,32.81499,-109.680619,1990,NA
CACH,Durango,39.6903,-121.823782,1990,NA
CACO,Durango,39.2,-122.02,1990,0.1520463
CAD2,Durango,38.53505,-121.783175,1990,NA
CADV,Durango,38.53782,-121.756973,1990,NA
CAIR,Durango,33.6884,-117.722118,1990,NA
CAOR,Durango,39.62961,-122.005533,1990,NA
CARI,Durango,33.96833,-117.339196,1990,NA
COFC,Durango,40.65167,-104.999168,1990,0.1462238
COFR,Durango,39.17892,-108.700073,1990,0.1816731
IDKI,Durango,42.55103,-114.340004,1990,0.3318667
IDNA,Durango,43.664948,-116.520451,1990,0.6468318
IDP2,Durango,43.80256,-116.944202,1990,NA
IDPA,Durango,43.66495,-116.520451,1990,0.2368724
IDTF,Durango,42.6065,-114.504587,1990,0.3139143
KSCO,Durango,39.387209,-101.068435,1990,NA
KSMA,Durango,39.21192,-96.589243,1990,0.1021248
KSTR,Durango,38.47032,-101.77941,1990,NA
MBBR,Durango,49.86689,-99.973147,1990,NA
MBMO,Durango,49.18491,-98.078299,1990,NA
MIEN,Durango,43.3541,-85.1791,1990,NA
MIS2,Durango,43.39521,-83.68696,1990,NA
MISA,Durango,43.39521,-83.686963,1990,0.3629096
MNBE,Durango,45.38951,-93.885754,1990,NA
MNCR,Durango,47.80604,-96.60909,1990,NA
MNLA,Durango,44.23915,-95.308206,1990,NA
MNMO,Durango,45.60179,-95.901515,1990,NA
MNPE,Durango,46.89022,-95.075698,1990,NA
MNPR,Durango,46.66384,-95.533428,1990,NA
MOCL,Durango,36.487915,-89.96273,1990,NA
MOCO,Durango,38.943,-92.319914,1990,0.2638654
MOPO,Durango,36.395653,-89.609206,1990,NA
MTHU,Durango,45.92061,-108.241794,1990,0.4772293
MTSI,Durango,47.72635,-104.150097,1990,0.5908499
NDAR,Durango,47.10414,-97.218143,1990,8.68E-11
NDCA,Durango,47.50822,-99.120669,1990,0.02897325
NDER,Durango,47.11533,-97.387892,1990,NA
NDFA,Durango,46.8994,-96.811921,1990,NA
NDHA,Durango,47.6331,-97.460334,1990,NA
NDPR,Durango,46.99889,-97.113918,1990,NA
NEMI,Durango,41.94062,-103.821274,1990,0.2758953
NENP,Durango,41.08757,-100.778668,1990,NA
NES2,Durango,41.89178,-103.678862,1990,NA
NESB,Durango,41.94255,-103.814399,1990,0.2313261
NMFA,Durango,36.68915,-108.307665,1990,0.2491313
NYFR,Durango,42.52198,-76.330525,1990,3.25E-09
ONEL,Durango,43.6419,-80.401772,1990,NA
ONEX,Durango,43.31734,-81.506848,1990,0.2479924
ONGU,Durango,43.54903,-80.213818,1990,NA
ONHA,Durango,42.02955,-82.900968,1990,NA
PRIS,Durango,18.46457,-67.052045,1990,NA
SKOU,Durango,51.47894,-107.050903,1990,0.146741
SKSA,Durango,52.13359,-106.609455,1990,NA
TXCS,Durango,30.540641,-96.427962,1990,NA
TXLU,Durango,33.6915,-101.826086,1990,0
TXMU,Durango,33.45195,-99.614823,1990,NA
TXVE,Durango,34.080061,-99.368349,1990,NA
WAOT,Durango,46.79111,-119.033087,1990,0.8218813
WARO,Durango,46.29334,-119.734117,1990,0.6026628
WAVA,Durango,45.67664,-122.649114,1990,NA
WYLI,Durango,42.13224,-104.394135,1990,NA
WYPO,Durango,44.77592,-108.758948,1990,0.1750419
WYRI,Durango,43.0281,-108.426538,1990,NA
WYTO,Durango,42.0815,-104.219912,1990,NA
ABBI,Mesoamerican,49.869621,-111.377099,1990,0.6333781
ABBR,Mesoamerican,50.549506,-111.852109,1990,NA
ABLE,Mesoamerican,49.69886,-112.763594,1990,NA
ABVA,Mesoamerican,50.052864,-112.126564,1990,NA
AZBO,Mesoamerican,32.451195,-109.958609,1990,NA
AZHE,Mesoamerican,31.43833,-110.108139,1990,0.2648251
AZKS,Mesoamerican,32.12751,-109.752162,1990,NA
AZSA,Mesoamerican,32.81499,-109.680619,1990,NA
CACH,Mesoamerican,39.6903,-121.823782,1990,NA
CACO,Mesoamerican,39.2,-122.02,1990,0.4254774
CAD2,Mesoamerican,38.53505,-121.783175,1990,NA
CADV,Mesoamerican,38.53782,-121.756973,1990,NA
CAIR,Mesoamerican,33.6884,-117.722118,1990,NA
CAOR,Mesoamerican,39.62961,-122.005533,1990,NA
CARI,Mesoamerican,33.96833,-117.339196,1990,NA
COFC,Mesoamerican,40.65167,-104.999168,1990,0.1998964
COFR,Mesoamerican,39.17892,-108.700073,1990,0.4770207
IDKI,Mesoamerican,42.55103,-114.340004,1990,0.7908747
IDNA,Mesoamerican,43.664948,-116.520451,1990,0.0615829
IDP2,Mesoamerican,43.80256,-116.944202,1990,NA
IDPA,Mesoamerican,43.66495,-116.520451,1990,0.7882659
IDTF,Mesoamerican,42.6065,-114.504587,1990,0.7624913
KSCO,Mesoamerican,39.387209,-101.068435,1990,NA
KSMA,Mesoamerican,39.21192,-96.589243,1990,NA
KSTR,Mesoamerican,38.47032,-101.77941,1990,NA
MBBR,Mesoamerican,49.86689,-99.973147,1990,NA
MBMO,Mesoamerican,49.18491,-98.078299,1990,NA
MIEN,Mesoamerican,43.3541,-85.1791,1990,NA
MIS2,Mesoamerican,43.39521,-83.68696,1990,NA
MISA,Mesoamerican,43.39521,-83.686963,1990,0.3135418
MNBE,Mesoamerican,45.38951,-93.885754,1990,NA
MNCR,Mesoamerican,47.80604,-96.60909,1990,NA
MNLA,Mesoamerican,44.23915,-95.308206,1990,NA
MNMO,Mesoamerican,45.60179,-95.901515,1990,NA
MNPE,Mesoamerican,46.89022,-95.075698,1990,NA
MNPR,Mesoamerican,46.66384,-95.533428,1990,NA
MOCL,Mesoamerican,36.487915,-89.96273,1990,NA
MOCO,Mesoamerican,38.943,-92.319914,1990,0.384883
MOPO,Mesoamerican,36.395653,-89.609206,1990,NA
MTHU,Mesoamerican,45.92061,-108.241794,1990,0.1808634
MTSI,Mesoamerican,47.72635,-104.150097,1990,0.650328
NDAR,Mesoamerican,47.10414,-97.218143,1990,0.7781987
NDCA,Mesoamerican,47.50822,-99.120669,1990,0.02741833
NDER,Mesoamerican,47.11533,-97.387892,1990,NA
NDFA,Mesoamerican,46.8994,-96.811921,1990,NA
NDHA,Mesoamerican,47.6331,-97.460334,1990,NA
NDPR,Mesoamerican,46.99889,-97.113918,1990,NA
NEMI,Mesoamerican,41.94062,-103.821274,1990,0
NENP,Mesoamerican,41.08757,-100.778668,1990,NA
NES2,Mesoamerican,41.89178,-103.678862,1990,NA
NESB,Mesoamerican,41.94255,-103.814399,1990,0
NMFA,Mesoamerican,36.68915,-108.307665,1990,0.3489002
NYFR,Mesoamerican,42.52198,-76.330525,1990,0.4448833
ONEL,Mesoamerican,43.6419,-80.401772,1990,NA
ONEX,Mesoamerican,43.31734,-81.506848,1990,0.427662
ONGU,Mesoamerican,43.54903,-80.213818,1990,NA
ONHA,Mesoamerican,42.02955,-82.900968,1990,NA
PRIS,Mesoamerican,18.46457,-67.052045,1990,NA
SKOU,Mesoamerican,51.47894,-107.050903,1990,0.02839806
SKSA,Mesoamerican,52.13359,-106.609455,1990,NA
TXCS,Mesoamerican,30.540641,-96.427962,1990,NA
TXLU,Mesoamerican,33.6915,-101.826086,1990,0.1363126
TXMU,Mesoamerican,33.45195,-99.614823,1990,NA
TXVE,Mesoamerican,34.080061,-99.368349,1990,NA
WAOT,Mesoamerican,46.79111,-119.033087,1990,0.8010951
WARO,Mesoamerican,46.29334,-119.734117,1990,0.5293429
WAVA,Mesoamerican,45.67664,-122.649114,1990,NA
WYLI,Mesoamerican,42.13224,-104.394135,1990,NA
WYPO,Mesoamerican,44.77592,-108.758948,1990,0
WYRI,Mesoamerican,43.0281,-108.426538,1990,NA
WYTO,Mesoamerican,42.0815,-104.219912,1990,NA
ABBI,Nueva Granada,49.869621,-111.377099,1990,0
ABBR,Nueva Granada,50.549506,-111.852109,1990,NA
ABLE,Nueva Granada,49.69886,-112.763594,1990,NA
ABVA,Nueva Granada,50.052864,-112.126564,1990,NA
AZBO,Nueva Granada,32.451195,-109.958609,1990,NA
AZHE,Nueva Granada,31.43833,-110.108139,1990,0.4025771
AZKS,Nueva Granada,32.12751,-109.752162,1990,NA
AZSA,Nueva Granada,32.81499,-109.680619,1990,NA
CACH,Nueva Granada,39.6903,-121.823782,1990,NA
CACO,Nueva Granada,39.2,-122.02,1990,0.7092671
CAD2,Nueva Granada,38.53505,-121.783175,1990,NA
CADV,Nueva Granada,38.53782,-121.756973,1990,NA
CAIR,Nueva Granada,33.6884,-117.722118,1990,NA
CAOR,Nueva Granada,39.62961,-122.005533,1990,NA
CARI,Nueva Granada,33.96833,-117.339196,1990,NA
COFC,Nueva Granada,40.65167,-104.999168,1990,0
COFR,Nueva Granada,39.17892,-108.700073,1990,0.2159202
IDKI,Nueva Granada,42.55103,-114.340004,1990,0.6103652
IDNA,Nueva Granada,43.664948,-116.520451,1990,0.3269141
IDP2,Nueva Granada,43.80256,-116.944202,1990,NA
IDPA,Nueva Granada,43.66495,-116.520451,1990,0.8576667
IDTF,Nueva Granada,42.6065,-114.504587,1990,0.9808765
KSCO,Nueva Granada,39.387209,-101.068435,1990,NA
KSMA,Nueva Granada,39.21192,-96.589243,1990,NA
KSTR,Nueva Granada,38.47032,-101.77941,1990,NA
MBBR,Nueva Granada,49.86689,-99.973147,1990,NA
MBMO,Nueva Granada,49.18491,-98.078299,1990,NA
MIEN,Nueva Granada,43.3541,-85.1791,1990,0
MIS2,Nueva Granada,43.39521,-83.68696,1990,NA
MISA,Nueva Granada,43.39521,-83.686963,1990,NA
MNBE,Nueva Granada,45.38951,-93.885754,1990,NA
MNCR,Nueva Granada,47.80604,-96.60909,1990,NA
MNLA,Nueva Granada,44.23915,-95.308206,1990,NA
MNMO,Nueva Granada,45.60179,-95.901515,1990,NA
MNPE,Nueva Granada,46.89022,-95.075698,1990,NA
MNPR,Nueva Granada,46.66384,-95.533428,1990,NA
MOCL,Nueva Granada,36.487915,-89.96273,1990,NA
MOCO,Nueva Granada,38.943,-92.319914,1990,0.4252615
MOPO,Nueva Granada,36.395653,-89.609206,1990,NA
