Site,Race,Latitude,Longitude,Year,Heritability
MTHU,Nueva Granada,45.92061,-108.241794,1990,0
MTSI,Nueva Granada,47.72635,-104.150097,1990,0
NDAR,Nueva Granada,47.10414,-97.218143,1990,0
NDCA,Nueva Granada,47.50822,-99.120669,1990,0.3559327
NDER,Nueva Granada,47.11533,-97.387892,1990,NA
NDFA,Nueva Granada,46.8994,-96.811921,1990,NA
NDHA,Nueva Granada,47.6331,-97.460334,1990,NA
NDPR,Nueva Granada,46.99889,-97.113918,1990,NA
NEMI,Nueva Granada,41.94062,-103.821274,1990,0.6268555
NENP,Nueva Granada,41.08757,-100.778668,1990,NA
NES2,Nueva Granada,41.89178,-103.678862,1990,NA
NESB,Nueva Granada,41.94255,-103.814399,1990,0.242365
NMFA,Nueva Granada,36.68915,-108.307665,1990,0.3811805
NYFR,Nueva Granada,42.52198,-76.330525,1990,0
ONEL,Nueva Granada,43.6419,-80.401772,1990,NA
ONEX,Nueva Granada,43.31734,-81.506848,1990,0.2970792
ONGU,Nueva Granada,43.54903,-80.213818,1990,NA
ONHA,Nueva Granada,42.02955,-82.900968,1990,NA
PRIS,Nueva Granada,18.46457,-67.052045,1990,NA
SKOU,Nueva Granada,51.47894,-107.050903,1990,0.1242515
SKSA,Nueva Granada,52.13359,-106.609455,1990,NA
TXCS,Nueva Granada,30.540641,-96.427962,1990,NA
TXLU,Nueva Granada,33.6915,-101.826086,1990,0.253967
TXMU,Nueva Granada,33.45195,-99.614823,1990,NA
TXVE,Nueva Granada,34.080061,-99.368349,1990,NA
WAOT,Nueva Granada,46.79111,-119.033087,1990,2.78E-18
WARO,Nueva Granada,46.29334,-119.734117,1990,0.71922
WAVA,Nueva Granada,45.67664,-122.649114,1990,NA
WYLI,Nueva Granada,42.13224,-104.394135,1990,NA
WYPO,Nueva Granada,44.77592,-108.758948,1990,0
WYRI,Nueva Granada,43.0281,-108.426538,1990,NA
WYTO,Nueva Granada,42.0815,-104.219912,1990,NA
ABBI,Durango,49.869621,-111.377099,1991,0
ABBR,Durango,50.549506,-111.852109,1991,NA
ABLE,Durango,49.69886,-112.763594,1991,NA
ABVA,Durango,50.052864,-112.126564,1991,NA
AZBO,Durango,32.451195,-109.958609,1991,NA
AZHE,Durango,31.43833,-110.108139,1991,0.5780501
AZKS,Durango,32.12751,-109.752162,1991,NA
AZSA,Durango,32.81499,-109.680619,1991,NA
CACH,Durango,39.6903,-121.823782,1991,NA
CACO,Durango,39.2,-122.02,1991,0.4418997
CAD2,Durango,38.53505,-121.783175,1991,NA
CADV,Durango,38.53782,-121.756973,1991,NA
CAIR,Durango,33.6884,-117.722118,1991,NA
CAOR,Durango,39.62961,-122.005533,1991,NA
CARI,Durango,33.96833,-117.339196,1991,NA
COFC,Durango,40.65167,-104.999168,1991,0.138114
COFR,Durango,39.17892,-108.700073,1991,0.2479192
IDKI,Durango,42.55103,-114.340004,1991,0.271499
IDNA,Durango,43.664948,-116.520451,1991,0.6468318
IDP2,Durango,43.80256,-116.944202,1991,NA
IDPA,Durango,43.66495,-116.520451,1991,0.09409702
IDTF,Durango,42.6065,-114.504587,1991,NA
KSCO,Durango,39.387209,-101.068435,1991,NA
KSMA,Durango,39.21192,-96.589243,1991,0.7085199
KSTR,Durango,38.47032,-101.77941,1991,NA
MBBR,Durango,49.86689,-99.973147,1991,NA
MBMO,Durango,49.18491,-98.078299,1991,NA
MIEN,Durango,43.3541,-85.1791,1991,NA
MIS2,Durango,43.39521,-83.68696,1991,NA
MISA,Durango,43.39521,-83.686963,1991,0.374591
MNBE,Durango,45.38951,-93.885754,1991,NA
MNCR,Durango,47.80604,-96.60909,1991,NA
MNLA,Durango,44.23915,-95.308206,1991,NA
MNMO,Durango,45.60179,-95.901515,1991,NA
MNPE,Durango,46.89022,-95.075698,1991,NA
MNPR,Durango,46.66384,-95.533428,1991,NA
MOCL,Durango,36.487915,-89.96273,1991,NA
MOCO,Durango,38.943,-92.319914,1991,0.2638654
MOPO,Durango,36.395653,-89.609206,1991,NA
MTHU,Durango,45.92061,-108.241794,1991,0.410123
MTSI,Durango,47.72635,-104.150097,1991,0.5275545
NDAR,Durango,47.10414,-97.218143,1991,8.68E-11
NDCA,Durango,47.50822,-99.120669,1991,0.02897325
NDER,Durango,47.11533,-97.387892,1991,NA
NDFA,Durango,46.8994,-96.811921,1991,NA
NDHA,Durango,47.6331,-97.460334,1991,NA
NDPR,Durango,46.99889,-97.113918,1991,NA
NEMI,Durango,41.94062,-103.821274,1991,0.2758953
NENP,Durango,41.08757,-100.778668,1991,NA
NES2,Durango,41.89178,-103.678862,1991,NA
NESB,Durango,41.94255,-103.814399,1991,0.1996598
NMFA,Durango,36.68915,-108.307665,1991,0.3675251
NYFR,Durango,42.52198,-76.330525,1991,0.0857829
ONEL,Durango,43.6419,-80.401772,1991,NA
ONEX,Durango,43.31734,-81.506848,1991,0.2880543
ONGU,Durango,43.54903,-80.213818,1991,NA
ONHA,Durango,42.02955,-82.900968,1991,NA
PRIS,Durango,18.46457,-67.052045,1991,NA
SKOU,Durango,51.47894,-107.050903,1991,0.1736533
SKSA,Durango,52.13359,-106.609455,1991,NA
TXCS,Durango,30.540641,-96.427962,1991,NA
TXLU,Durango,33.6915,-101.826086,1991,0
TXMU,Durango,33.45195,-99.614823,1991,NA
TXVE,Durango,34.080061,-99.368349,1991,NA
WAOT,Durango,46.79111,-119.033087,1991,0
WARO,Durango,46.29334,-119.734117,1991,0.6093805
WAVA,Durango,45.67664,-122.649114,1991,NA
WYLI,Durango,42.13224,-104.394135,1991,NA
WYPO,Durango,44.77592,-108.758948,1991,0.4403382
WYRI,Durango,43.0281,-108.426538,1991,NA
WYTO,Durango,42.0815,-104.219912,1991,NA
ABBI,Mesoamerican,49.869621,-111.377099,1991,0.3509463
ABBR,Mesoamerican,50.549506,-111.852109,1991,NA
ABLE,Mesoamerican,49.69886,-112.763594,1991,NA
ABVA,Mesoamerican,50.052864,-112.126564,1991,NA
AZBO,Mesoamerican,32.451195,-109.958609,1991,NA
AZHE,Mesoamerican,31.43833,-110.108139,1991,0.3147674
AZKS,Mesoamerican,32.12751,-109.752162,1991,NA
AZSA,Mesoamerican,32.81499,-109.680619,1991,NA
CACH,Mesoamerican,39.6903,-121.823782,1991,NA
CACO,Mesoamerican,39.2,-122.02,1991,0
CAD2,Mesoamerican,38.53505,-121.783175,1991,NA
CADV,Mesoamerican,38.53782,-121.756973,1991,NA
CAIR,Mesoamerican,33.6884,-117.722118,1991,NA
CAOR,Mesoamerican,39.62961,-122.005533,1991,NA
CARI,Mesoamerican,33.96833,-117.339196,1991,NA
COFC,Mesoamerican,40.65167,-104.999168,1991,0.4465778
COFR,Mesoamerican,39.17892,-108.700073,1991,0.6134785
IDKI,Mesoamerican,42.55103,-114.340004,1991,0.7792844
IDNA,Mesoamerican,43.664948,-116.520451,1991,0.0615829
IDP2,Mesoamerican,43.80256,-116.944202,1991,NA
IDPA,Mesoamerican,43.66495,-116.520451,1991,0.7584633
IDTF,Mesoamerican,42.6065,-114.504587,1991,NA
KSCO,Mesoamerican,39.387209,-101.068435,1991,NA
KSMA,Mesoamerican,39.21192,-96.589243,1991,NA
KSTR,Mesoamerican,38.47032,-101.77941,1991,NA
MBBR,Mesoamerican,49.86689,-99.973147,1991,NA
MBMO,Mesoamerican,49.18491,-98.078299,1991,NA
MIEN,Mesoamerican,43.3541,-85.1791,1991,NA
MIS2,Mesoamerican,43.39521,-83.68696,1991,NA
MISA,Mesoamerican,43.39521,-83.686963,1991,0.3633933
MNBE,Mesoamerican,45.38951,-93.885754,1991,NA
MNCR,Mesoamerican,47.80604,-96.60909,1991,NA
MNLA,Mesoamerican,44.23915,-95.308206,1991,NA
MNMO,Mesoamerican,45.60179,-95.901515,1991,NA
MNPE,Mesoamerican,46.89022,-95.075698,1991,NA
MNPR,Mesoamerican,46.66384,-95.533428,1991,NA
MOCL,Mesoamerican,36.487915,-89.96273,1991,NA
MOCO,Mesoamerican,38.943,-92.319914,1991,0.384883
MOPO,Mesoamerican,36.395653,-89.609206,1991,NA
MTHU,Mesoamerican,45.92061,-108.241794,1991,0.1808634
MTSI,Mesoamerican,47.72635,-104.150097,1991,0.4600654
NDAR,Mesoamerican,47.10414,-97.218143,1991,0.7781987
NDCA,Mesoamerican,47.50822,-99.120669,1991,0.02741833
NDER,Mesoamerican,47.11533,-97.387892,1991,NA
NDFA,Mesoamerican,46.8994,-96.811921,1991,NA
NDHA,Mesoamerican,47.6331,-97.460334,1991,NA
NDPR,Mesoamerican,46.99889,-97.113918,1991,NA
NEMI,Mesoamerican,41.94062,-103.821274,1991,0
NENP,Mesoamerican,41.08757,-100.778668,1991,NA
NES2,Mesoamerican,41.89178,-103.678862,1991,NA
NESB,Mesoamerican,41.94255,-103.814399,1991,0
NMFA,Mesoamerican,36.68915,-108.307665,1991,0.1516574
NYFR,Mesoamerican,42.52198,-76.330525,1991,0.6240895
ONEL,Mesoamerican,43.6419,-80.401772,1991,NA
ONEX,Mesoamerican,43.31734,-81.506848,1991,0.4002394
ONGU,Mesoamerican,43.54903,-80.213818,1991,NA
ONHA,Mesoamerican,42.02955,-82.900968,1991,NA
PRIS,Mesoamerican,18.46457,-67.052045,1991,NA
SKOU,Mesoamerican,51.47894,-107.050903,1991,0.02828608
SKSA,Mesoamerican,52.13359,-106.609455,1991,NA
TXCS,Mesoamerican,30.540641,-96.427962,1991,NA
TXLU,Mesoamerican,33.6915,-101.826086,1991,0.2037615
TXMU,Mesoamerican,33.45195,-99.614823,1991,NA
TXVE,Mesoamerican,34.080061,-99.368349,1991,NA
WAOT,Mesoamerican,46.79111,-119.033087,1991,0.5851709
WARO,Mesoamerican,46.29334,-119.734117,1991,0.3788306
WAVA,Mesoamerican,45.67664,-122.649114,1991,NA
WYLI,Mesoamerican,42.13224,-104.394135,1991,NA
WYPO,Mesoamerican,44.77592,-108.758948,1991,0.749636
WYRI,Mesoamerican,43.0281,-108.426538,1991,NA
WYTO,Mesoamerican,42.0815,-104.219912,1991,NA
ABBI,Nueva Granada,49.869621,-111.377099,1991,0
ABBR,Nueva Granada,50.549506,-111.852109,1991,NA
ABLE,Nueva Granada,49.69886,-112.763594,1991,NA
ABVA,Nueva Granada,50.052864,-112.126564,1991,NA
AZBO,Nueva Granada,32.451195,-109.958609,1991,NA
AZHE,Nueva Granada,31.43833,-110.108139,1991,0.6933875
AZKS,Nueva Granada,32.12751,-109.752162,1991,NA
AZSA,Nueva Granada,32.81499,-109.680619,1991,NA
CACH,Nueva Granada,39.6903,-121.823782,1991,NA
CACO,Nueva Granada,39.2,-122.02,1991,0.6504672
CAD2,Nueva Granada,38.53505,-121.783175,1991,NA
CADV,Nueva Granada,38.53782,-121.756973,1991,NA
CAIR,Nueva Granada,33.6884,-117.722118,1991,NA
CAOR,Nueva Granada,39.62961,-122.005533,1991,NA
CARI,Nueva Granada,33.96833,-117.339196,1991,NA
COFC,Nueva Granada,40.65167,-104.999168,1991,0
COFR,Nueva Granada,39.17892,-108.700073,1991,0.08566501
IDKI,Nueva Granada,42.55103,-114.340004,1991,0.5598314
IDNA,Nueva Granada,43.664948,-116.520451,1991,0.3269141
IDP2,Nueva Granada,43.80256,-116.944202,1991,NA
IDPA,Nueva Granada,43.66495,-116.520451,1991,0.6504282
IDTF,Nueva Granada,42.6065,-114.504587,1991,NA
KSCO,Nueva Granada,39.387209,-101.068435,1991,NA
KSMA,Nueva Granada,39.21192,-96.589243,1991,NA
KSTR,Nueva Granada,38.47032,-101.77941,1991,NA
MBBR,Nueva Granada,49.86689,-99.973147,1991,NA
MBMO,Nueva Granada,49.18491,-98.078299,1991,NA
MIEN,Nueva Granada,43.3541,-85.1791,1991,0
MIS2,Nueva Granada,43.39521,-83.68696,1991,NA
MISA,Nueva Granada,43.39521,-83.686963,1991,NA
MNBE,Nueva Granada,45.38951,-93.885754,1991,NA
MNCR,Nueva Granada,47.80604,-96.60909,1991,NA
MNLA,Nueva Granada,44.23915,-95.308206,1991,NA
MNMO,Nueva Granada,45.60179,-95.901515,1991,NA
MNPE,Nueva Granada,46.89022,-95.075698,1991,NA
MNPR,Nueva Granada,46.66384,-95.533428,1991,NA
MOCL,Nueva Granada,36.487915,-89.96273,1991,NA
MOCO,Nueva Granada,38.943,-92.319914,1991,0.4252615
MOPO,Nueva Granada,36.395653,-89.609206,1991,NA
MTHU,Nueva Granada,45.92061,-108.241794,1991,0
MTSI,Nueva Granada,47.72635,-104.150097,1991,0
NDAR,Nueva Granada,47.10414,-97.218143,1991,0
NDCA,Nueva Granada,47.50822,-99.120669,1991,0.3559327
NDER,Nueva Granada,47.11533,-97.387892,1991,NA
NDFA,Nueva Granada,46.8994,-96.811921,1991,NA
NDHA,Nueva Granada,47.6331,-97.460334,1991,NA
NDPR,Nueva Granada,46.99889,-97.113918,1991,NA
NEMI,Nueva Granada,41.94062,-103.821274,1991,0.6268555
NENP,Nueva Granada,41.08757,-100.778668,1991,NA
NES2,Nueva Granada,41.89178,-103.678862,1991,NA
NESB,Nueva Granada,41.94255,-103.814399,1991,0.2783729
NMFA,Nueva Granada,36.68915,-108.307665,1991,0.2412879
NYFR,Nueva Granada,42.52198,-76.330525,1991,0.7939482
ONEL,Nueva Granada,43.6419,-80.401772,1991,NA
ONEX,Nueva Granada,43.31734,-81.506848,1991,0.311773
ONGU,Nueva Granada,43.54903,-80.213818,1991,NA
ONHA,Nueva Granada,42.02955,-82.900968,1991,NA
PRIS,Nueva Granada,18.46457,-67.052045,1991,NA
SKOU,Nueva Granada,51.47894,-107.050903,1991,0.1752831
SKSA,Nueva Granada,52.13359,-106.609455,1991,NA
TXCS,Nueva Granada,30.540641,-96.427962,1991,NA
TXLU,Nueva Granada,33.6915,-101.826086,1991,0.3442203
TXMU,Nueva Granada,33.45195,-99.614823,1991,NA
TXVE,Nueva Granada,34.080061,-99.368349,1991,NA
WAOT,Nueva Granada,46.79111,-119.033087,1991,0.5422735
WARO,Nueva Granada,46.29334,-119.734117,1991,0.2248213
WAVA,Nueva Granada,45.67664,-122.649114,1991,NA
WYLI,Nueva Granada,42.13224,-104.394135,1991,NA
WYPO,Nueva Granada,44.77592,-108.758948,1991,0.0639832
WYRI,Nueva Granada,43.0281,-108.426538,1991,NA
WYTO,Nueva Granada,42.0815,-104.219912,1991,NA
ABBI,Durango,49.869621,-111.377099,1992,0.0251819
ABBR,Durango,50.549506,-111.852109,1992,NA
ABLE,Durango,49.69886,-112.763594,1992,NA
ABVA,Durango,50.052864,-112.126564,1992,0.06743055
AZBO,Durango,32.451195,-109.958609,1992,NA
AZHE,Durango,31.43833,-110.108139,1992,0.1585894
AZKS,Durango,32.12751,-109.752162,1992,NA
AZSA,Durango,32.81499,-109.680619,1992,NA
CACH,Durango,39.6903,-121.823782,1992,NA
CACO,Durango,39.2,-122.02,1992,NA
CAD2,Durango,38.53505,-121.783175,1992,NA
CADV,Durango,38.53782,-121.756973,1992,NA
CAIR,Durango,33.6884,-117.722118,1992,NA
CAOR,Durango,39.62961,-122.005533,1992,NA
CARI,Durango,33.96833,-117.339196,1992,NA
COFC,Durango,40.65167,-104.999168,1992,0.07431939
COFR,Durango,39.17892,-108.700073,1992,0.153074
IDKI,Durango,42.55103,-114.340004,1992,0.2932107
IDNA,Durango,43.664948,-116.520451,1992,0.6468318
IDP2,Durango,43.80256,-116.944202,1992,NA
IDPA,Durango,43.66495,-116.520451,1992,0.3804409
IDTF,Durango,42.6065,-114.504587,1992,NA
KSCO,Durango,39.387209,-101.068435,1992,0.2167928
KSMA,Durango,39.21192,-96.589243,1992,0.6141103
KSTR,Durango,38.47032,-101.77941,1992,NA
MBBR,Durango,49.86689,-99.973147,1992,NA
MBMO,Durango,49.18491,-98.078299,1992,NA
MIEN,Durango,43.3541,-85.1791,1992,NA
MIS2,Durango,43.39521,-83.68696,1992,NA
MISA,Durango,43.39521,-83.686963,1992,0.09600056
MNBE,Durango,45.38951,-93.885754,1992,NA
MNCR,Durango,47.80604,-96.60909,1992,NA
MNLA,Durango,44.23915,-95.308206,1992,NA
MNMO,Durango,45.60179,-95.901515,1992,NA
MNPE,Durango,46.89022,-95.075698,1992,NA
MNPR,Durango,46.66384,-95.533428,1992,NA
MOCL,Durango,36.487915,-89.96273,1992,NA
MOCO,Durango,38.943,-92.319914,1992,0.2256132
MOPO,Durango,36.395653,-89.609206,1992,NA
MTHU,Durango,45.92061,-108.241794,1992,0.3103164
MTSI,Durango,47.72635,-104.150097,1992,0.02402943
NDAR,Durango,47.10414,-97.218143,1992,8.68E-11
NDCA,Durango,47.50822,-99.120669,1992,0.02897325
NDER,Durango,47.11533,-97.387892,1992,NA
NDFA,Durango,46.8994,-96.811921,1992,NA
NDHA,Durango,47.6331,-97.460334,1992,0.05652261
NDPR,Durango,46.99889,-97.113918,1992,NA
NEMI,Durango,41.94062,-103.821274,1992,0.3271252
NENP,Durango,41.08757,-100.778668,1992,NA
NES2,Durango,41.89178,-103.678862,1992,NA
NESB,Durango,41.94255,-103.814399,1992,0
NMFA,Durango,36.68915,-108.307665,1992,0.4622849
NYFR,Durango,42.52198,-76.330525,1992,0.3277293
ONEL,Durango,43.6419,-80.401772,1992,NA
ONEX,Durango,43.31734,-81.506848,1992,0.2944633
ONGU,Durango,43.54903,-80.213818,1992,NA
ONHA,Durango,42.02955,-82.900968,1992,NA
PRIS,Durango,18.46457,-67.052045,1992,NA
SKOU,Durango,51.47894,-107.050903,1992,0
SKSA,Durango,52.13359,-106.609455,1992,NA
TXCS,Durango,30.540641,-96.427962,1992,NA
TXLU,Durango,33.6915,-101.826086,1992,0
TXMU,Durango,33.45195,-99.614823,1992,NA
TXVE,Durango,34.080061,-99.368349,1992,NA
WAOT,Durango,46.79111,-119.033087,1992,0
WARO,Durango,46.29334,-119.734117,1992,0.5017235
WAVA,Durango,45.67664,-122.649114,1992,NA
WYLI,Durango,42.13224,-104.394135,1992,NA
WYPO,Durango,44.77592,-108.758948,1992,0.2733014
WYRI,Durango,43.0281,-108.426538,1992,NA
WYTO,Durango,42.0815,-104.219912,1992,NA
ABBI,Mesoamerican,49.869621,-111.377099,1992,0.5952637
ABBR,Mesoamerican,50.549506,-111.852109,1992,NA
ABLE,Mesoamerican,49.69886,-112.763594,1992,NA
ABVA,Mesoamerican,50.052864,-112.126564,1992,0.5956469
AZBO,Mesoamerican,32.451195,-109.958609,1992,NA
AZHE,Mesoamerican,31.43833,-110.108139,1992,0.1748232
AZKS,Mesoamerican,32.12751,-109.752162,1992,NA
AZSA,Mesoamerican,32.81499,-109.680619,1992,NA
CACH,Mesoamerican,39.6903,-121.823782,1992,NA
CACO,Mesoamerican,39.2,-122.02,1992,NA
CAD2,Mesoamerican,38.53505,-121.783175,1992,NA
CADV,Mesoamerican,38.53782,-121.756973,1992,NA
CAIR,Mesoamerican,33.6884,-117.722118,1992,NA
CAOR,Mesoamerican,39.62961,-122.005533,1992,NA
CARI,Mesoamerican,33.96833,-117.339196,1992,NA
COFC,Mesoamerican,40.65167,-104.999168,1992,0.4449642
COFR,Mesoamerican,39.17892,-108.700073,1992,0.5486717
IDKI,Mesoamerican,42.55103,-114.340004,1992,0.7601041
IDNA,Mesoamerican,43.664948,-116.520451,1992,0.0615829
IDP2,Mesoamerican,43.80256,-116.944202,1992,NA
IDPA,Mesoamerican,43.66495,-116.520451,1992,0.7936246
IDTF,Mesoamerican,42.6065,-114.504587,1992,NA
KSCO,Mesoamerican,39.387209,-101.068435,1992,0
KSMA,Mesoamerican,39.21192,-96.589243,1992,NA
KSTR,Mesoamerican,38.47032,-101.77941,1992,NA
MBBR,Mesoamerican,49.86689,-99.973147,1992,NA
MBMO,Mesoamerican,49.18491,-98.078299,1992,NA
MIEN,Mesoamerican,43.3541,-85.1791,1992,NA
MIS2,Mesoamerican,43.39521,-83.68696,1992,NA
MISA,Mesoamerican,43.39521,-83.686963,1992,0.02118094
MNBE,Mesoamerican,45.38951,-93.885754,1992,NA
MNCR,Mesoamerican,47.80604,-96.60909,1992,NA
MNLA,Mesoamerican,44.23915,-95.308206,1992,NA
MNMO,Mesoamerican,45.60179,-95.901515,1992,NA
MNPE,Mesoamerican,46.89022,-95.075698,1992,NA
MNPR,Mesoamerican,46.66384,-95.533428,1992,NA
MOCL,Mesoamerican,36.487915,-89.96273,1992,NA
MOCO,Mesoamerican,38.943,-92.319914,1992,0.4158786
MOPO,Mesoamerican,36.395653,-89.609206,1992,NA
MTHU,Mesoamerican,45.92061,-108.241794,1992,0.1808634
MTSI,Mesoamerican,47.72635,-104.150097,1992,0.2183734
NDAR,Mesoamerican,47.10414,-97.218143,1992,0.7781987
NDCA,Mesoamerican,47.50822,-99.120669,1992,0.02741833
NDER,Mesoamerican,47.11533,-97.387892,1992,NA
NDFA,Mesoamerican,46.8994,-96.811921,1992,NA
NDHA,Mesoamerican,47.6331,-97.460334,1992,0.0660964
NDPR,Mesoamerican,46.99889,-97.113918,1992,NA
NEMI,Mesoamerican,41.94062,-103.821274,1992,0
NENP,Mesoamerican,41.08757,-100.778668,1992,NA
NES2,Mesoamerican,41.89178,-103.678862,1992,NA
NESB,Mesoamerican,41.94255,-103.814399,1992,0
NMFA,Mesoamerican,36.68915,-108.307665,1992,0.5118729
NYFR,Mesoamerican,42.52198,-76.330525,1992,0.7393792
ONEL,Mesoamerican,43.6419,-80.401772,1992,NA
ONEX,Mesoamerican,43.31734,-81.506848,1992,0.3329765
ONGU,Mesoamerican,43.54903,-80.213818,1992,NA
ONHA,Mesoamerican,42.02955,-82.900968,1992,NA
PRIS,Mesoamerican,18.46457,-67.052045,1992,NA
SKOU,Mesoamerican,51.47894,-107.050903,1992,0
SKSA,Mesoamerican,52.13359,-106.609455,1992,NA
TXCS,Mesoamerican,30.540641,-96.427962,1992,NA
TXLU,Mesoamerican,33.6915,-101.826086,1992,0.2037615
TXMU,Mesoamerican,33.45195,-99.614823,1992,NA
TXVE,Mesoamerican,34.080061,-99.368349,1992,NA
WAOT,Mesoamerican,46.79111,-119.033087,1992,0.06583911
WARO,Mesoamerican,46.29334,-119.734117,1992,0.4653144
WAVA,Mesoamerican,45.67664,-122.649114,1992,NA
WYLI,Mesoamerican,42.13224,-104.394135,1992,NA
WYPO,Mesoamerican,44.77592,-108.758948,1992,0.633568
WYRI,Mesoamerican,43.0281,-108.426538,1992,NA
WYTO,Mesoamerican,42.0815,-104.219912,1992,NA
ABBI,Nueva Granada,49.869621,-111.377099,1992,0
ABBR,Nueva Granada,50.549506,-111.852109,1992,NA
ABLE,Nueva Granada,49.69886,-112.763594,1992,NA
ABVA,Nueva Granada,50.052864,-112.126564,1992,0.9464336
AZBO,Nueva Granada,32.451195,-109.958609,1992,NA
AZHE,Nueva Granada,31.43833,-110.108139,1992,0.3847732
AZKS,Nueva Granada,32.12751,-109.752162,1992,NA
AZSA,Nueva Granada,32.81499,-109.680619,1992,NA
CACH,Nueva Granada,39.6903,-121.823782,1992,NA
CACO,Nueva Granada,39.2,-122.02,1992,0.5487204
CAD2,Nueva Granada,38.53505,-121.783175,1992,NA
CADV,Nueva Granada,38.53782,-121.756973,1992,NA
CAIR,Nueva Granada,33.6884,-117.722118,1992,NA
CAOR,Nueva Granada,39.62961,-122.005533,1992,NA
CARI,Nueva Granada,33.96833,-117.339196,1992,NA
COFC,Nueva Granada,40.65167,-104.999168,1992,0
COFR,Nueva Granada,39.17892,-108.700073,1992,0
IDKI,Nueva Granada,42.55103,-114.340004,1992,0.3434654
IDNA,Nueva Granada,43.664948,-116.520451,1992,0.3269141
IDP2,Nueva Granada,43.80256,-116.944202,1992,NA
IDPA,Nueva Granada,43.66495,-116.520451,1992,0
IDTF,Nueva Granada,42.6065,-114.504587,1992,NA
KSCO,Nueva Granada,39.387209,-101.068435,1992,0
KSMA,Nueva Granada,39.21192,-96.589243,1992,NA
KSTR,Nueva Granada,38.47032,-101.77941,1992,NA
MBBR,Nueva Granada,49.86689,-99.973147,1992,NA
MBMO,Nueva Granada,49.18491,-98.078299,1992,NA
MIEN,Nueva Granada,43.3541,-85.1791,1992,0
MIS2,Nueva Granada,43.39521,-83.68696,1992,NA
MISA,Nueva Granada,43.39521,-83.686963,1992,NA
MNBE,Nueva Granada,45.38951,-93.885754,1992,NA
MNCR,Nueva Granada,47.80604,-96.60909,1992,NA
MNLA,Nueva Granada,44.23915,-95.308206,1992,NA
MNMO,Nueva Granada,45.60179,-95.901515,1992,NA
MNPE,Nueva Granada,46.89022,-95.075698,1992,NA
MNPR,Nueva Granada,46.66384,-95.533428,1992,NA
MOCL,Nueva Granada,36.487915,-89.96273,1992,NA
MOCO,Nueva Granada,38.943,-92.319914,1992,0.5594046
MOPO,Nueva Granada,36.395653,-89.609206,1992,NA
MTHU,Nueva Granada,45.92061,-108.241794,1992,0
MTSI,Nueva Granada,47.72635,-104.150097,1992,0.6306931
NDAR,Nueva Granada,47.10414,-97.218143,1992,0
NDCA,Nueva Granada,47.50822,-99.120669,1992,0.3559327
NDER,Nueva Granada,47.11533,-97.387892,1992,NA
NDFA,Nueva Granada,46.8994,-96.811921,1992,NA
NDHA,Nueva Granada,47.6331,-97.460334,1992,0
NDPR,Nueva Granada,46.99889,-97.113918,1992,NA
NEMI,Nueva Granada,41.94062,-103.821274,1992,0.6268555
NENP,Nueva Granada,41.08757,-100.778668,1992,NA
NES2,Nueva Granada,41.89178,-103.678862,1992,NA
NESB,Nueva Granada,41.94255,-103.814399,1992,0.1952867
NMFA,Nueva Granada,36.68915,-108.307665,1992,0.1025754
NYFR,Nueva Granada,42.52198,-76.330525,1992,0.8948084
ONEL,Nueva Granada,43.6419,-80.401772,1992,NA
ONEX,Nueva Granada,43.31734,-81.506848,1992,0.1956301
ONGU,Nueva Granada,43.54903,-80.213818,1992,NA
ONHA,Nueva Granada,42.02955,-82.900968,1992,NA
PRIS,Nueva Granada,18.46457,-67.052045,1992,NA
SKOU,Nueva Granada,51.47894,-107.050903,1992,0.2711165
SKSA,Nueva Granada,52.13359,-106.609455,1992,NA
TXCS,Nueva Granada,30.540641,-96.427962,1992,NA
TXLU,Nueva Granada,33.6915,-101.826086,1992,0.3442203
TXMU,Nueva Granada,33.45195,-99.614823,1992,NA
TXVE,Nueva Granada,34.080061,-99.368349,1992,NA
WAOT,Nueva Granada,46.79111,-119.033087,1992,0.07141855
WARO,Nueva Granada,46.29334,-119.734117,1992,0.2297308
WAVA,Nueva Granada,45.67664,-122.649114,1992,NA
WYLI,Nueva Granada,42.13224,-104.394135,1992,NA
WYPO,Nueva Granada,44.77592,-108.758948,1992,0.8076551
WYRI,Nueva Granada,43.0281,-108.426538,1992,NA
WYTO,Nueva Granada,42.0815,-104.219912,1992,NA
ABBI,Durango,49.869621,-111.377099,1993,0.3841659
ABBR,Durango,50.549506,-111.852109,1993,NA
